rep,algorithm,a_true,final_queries,final_nRMSE,K_max,K_sequence,coverage,radius,max_depth
7,BAE,0.26758966392750655,665,0.00493380981955327,99,11 19 5 15 63 99,1.0,0.006283531676122167,99.0
7,BIQAE,0.26758966392750655,7110,0.000479011124016715,395,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 7 7 7 7 7 7 7 19 19 39 39 39 39 91 91 189 189 189 395,1.0,0.0009404053740862672,199.0
7,CABIQAE_latentt,0.26758966392750655,9040,0.0008483365194007497,443,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 7 7 7 15 15 15 15 47 47 47 47 105 105 215 215 215 215 443,1.0,0.0008634234119873629,223.0
8,BAE,0.3366805359040037,995,0.0056697474286421246,93,7 13 23 43 93 5,1.0,0.007288638643200784,93.0
8,BIQAE,0.3366805359040037,10960,0.000578385070717724,549,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 3 3 3 9 9 9 9 9 19 19 19 45 45 93 93 93 227 227 227 227 227 549,1.0,0.0007530776978744991,276.0
8,CABIQAE_latentt,0.3366805359040037,9805,0.00046797271678422625,433,1 1 1 1 1 1 1 1 1 1 1 1 3 3 3 3 3 3 9 9 9 21 21 47 47 47 105 105 215 215 215 433 433,1.0,0.0009008300993490204,218.0
9,BAE,0.9176713206605386,650,0.002541981023284179,87,17 7 39 47 87,1.0,0.0026452314111855557,87.0
9,BIQAE,0.9176713206605386,5165,0.0001107355660410203,181,1 1 1 1 1 1 1 1 1 1 1 1 3 3 3 3 3 3 3 7 7 7 7 7 15 15 15 15 35 35 73 73 73 73 181 181 181,1.0,0.00096416691766954,92.0
9,CABIQAE_latentt,0.9176713206605386,6085,0.00039333879717162734,223,1 1 1 1 3 3 3 3 7 7 7 7 7 7 19 19 19 19 51 51 51 51 105 105 223 223 223,1.0,0.0008122601355791681,113.0
10,BAE,0.28728482384758436,775,0.004325187710063849,93,13 17 27 23 55 93,1.0,0.005801483884491032,93.0
10,BIQAE,0.28728482384758436,9755,0.0016245245627681815,499,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 7 7 7 15 15 15 15 35 35 71 71 71 149 149 149 149 149 149 149 499,1.0,0.0008269437158269222,251.0
10,CABIQAE_latentt,0.28728482384758436,8080,0.003596577269917578,367,1 1 1 1 1 1 1 1 5 5 5 5 5 5 13 13 13 29 29 29 65 65 65 65 165 165 165 165 165 367,0.0,0.0009965260160356704,185.0
