rep,algorithm,a_true,final_queries,final_nRMSE,K_max,K_sequence,coverage,radius,max_depth
4,CABIQAE_latentt,0.28552318147718975,156300,0.057395558978975636,2841,1 1 1 1 1 1 1 1 1 1 5 11 31 77 77 161 351 705 1419 1419 2841 2841 2841 2841,0.0,9.540015257972212e-05,1422.0
5,BAE,0.33718735257277777,6700,0.003438336535644737,391,15 39 23 95 95 95 97 201 391,1.0,0.0006531705765578932,391.0
5,BIQAE,0.33718735257277777,105980,2.8391310473607767e-05,2889,1 1 1 1 3 3 3 3 3 11 11 11 29 29 59 59 125 125 257 257 559 559 1355 1355 2889 2889,1.0,9.205798763062267e-05,1446.0
5,CABIQAE_latentt,0.33718735257277777,225520,0.00013342165840968256,2027,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 7 7 7 19 19 47 47 95 95 227 227 501 501 501 1005 1005 1005 1005 2027 2027 2027 2027 2027 2027 2027 2027,1.0,9.290787930124611e-05,1015.0
6,BAE,0.15628210966997852,8890,0.004207330386206687,391,9 39 45 23 83 81 101 101 101 97 199 391,1.0,0.0005341568792027462,391.0
6,BIQAE,0.15628210966997852,73060,7.778300238103775e-05,2993,1 1 1 3 3 3 3 7 15 15 15 37 37 99 99 249 249 527 527 1211 1211 2993,1.0,8.86523210302248e-05,1498.0
6,CABIQAE_latentt,0.15628210966997852,165660,4.159747677801029e-05,2263,1 1 1 1 1 1 1 1 1 1 1 1 1 3 3 3 3 9 9 25 25 63 63 129 261 261 551 551 1115 1115 1115 1115 1115 1115 1115 2263 2263 2263,1.0,9.372218148387401e-05,1133.0
7,BAE,0.26758966392750655,9220,0.0012258684512371776,395,11 5 33 55 29 97 91 97 97 99 97 201 395,1.0,0.0006100814509181207,395.0
7,BIQAE,0.26758966392750655,115170,7.031828746217883e-05,4581,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 7 7 7 19 39 39 85 85 227 227 499 499 1007 2079 2079 4581,1.0,7.040771985397654e-05,2292.0
7,CABIQAE_latentt,0.26758966392750655,201040,1.556408715730484e-05,1781,1 1 1 1 1 1 1 1 1 1 1 1 7 7 7 19 19 45 45 97 97 213 435 435 879 879 879 1781 1781 1781 1781 1781 1781 1781 1781 1781,1.0,9.812019083940693e-05,892.0
8,BAE,0.3366805359040037,9740,0.00041330440783271527,379,13 33 53 95 97 95 97 93 189 199 379,1.0,0.000595390570457377,379.0
8,BIQAE,0.3366805359040037,137830,1.1874716053572598e-05,5287,1 1 1 1 1 1 1 1 1 1 1 3 3 3 3 3 11 11 27 27 57 57 131 131 309 309 309 859 859 859 2257 2257 5287,1.0,6.580560600627505e-05,2645.0
8,CABIQAE_latentt,0.3366805359040037,230960,0.0001014307546042259,2521,1 1 1 1 1 1 1 1 1 1 1 3 3 3 3 11 11 11 29 65 65 141 141 303 303 613 613 613 1257 1257 1257 1257 2521 2521 2521 2521 2521 2521,1.0,9.667107400351815e-05,1262.0
9,BAE,0.9176713206605386,7670,0.0002961395350775664,381,7 21 45 81 99 101 101 101 201 381,1.0,0.00040580556446290217,381.0
9,BIQAE,0.9176713206605386,62510,2.6313420551371536e-06,1761,1 1 1 1 1 1 1 1 1 3 3 7 7 7 7 7 19 19 45 45 121 121 121 301 629 629 629 1761 1761,1.0,8.806787419501916e-05,882.0
9,CABIQAE_latentt,0.9176713206605386,100600,1.0582294931782421e-05,1789,1 1 1 1 3 3 7 7 19 41 41 89 89 203 203 435 435 435 893 893 893 1789 1789 1789,1.0,9.676482384762819e-05,896.0
10,BAE,0.28728482384758436,8690,0.00041194279422884783,393,13 17 11 43 91 95 95 93 99 101 201 393,1.0,0.0005961229786079492,393.0
10,BIQAE,0.28728482384758436,126830,8.596117221237876e-05,2995,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 7 7 7 15 15 15 37 37 87 87 215 215 443 443 1009 1009 1009 1009 1009 2995 2995,1.0,8.474703086960855e-05,1499.0
10,CABIQAE_latentt,0.28728482384758436,154120,2.887074998469963e-05,3153,1 1 1 1 1 1 1 1 1 1 1 5 5 13 13 29 29 71 71 143 143 143 379 379 765 765 765 765 1553 1553 1553 1553 1553 3153,1.0,9.789135074547706e-05,1578.0
