rep,T_noise,algorithm,a_true,final_queries,final_nRMSE,K_max,K_sequence,coverage,radius,max_depth,auc_log_rmse
1,20.0,BAE,0.58,79550,0.002350499721573529,23,5 9 13 17 17 19 17 17 17 19 19 17 19 19 21 19 19 19 19 19 21 19 19 21 19 17 19 19 21 19 19 19 19 23 19 19 15 19 21 19 19 19 21 21 19 19 17 19 19 19 19 19 19 17 19 17 17 19 21 17 19 21 19 21 21 19 19 19 19 19 21 19 19 19 19 19 19 21 19 19 21 19 19 21 17 23,1.0,0.0021378069900895857,23.0,-5.79729343170416
1,20.0,BIQAE,0.58,5800,0.0006782959214841622,81,1 1 5 5 23 81,1.0,0.0022661861227109004,42.0,-6.697228668667203
1,20.0,CABIQAE_latentt,0.58,23800,0.020031066122048302,17,1 1 3 3 3 3 3 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17,0.0,0.002946163311438099,10.0,-5.616924488443156
2,20.0,BAE,0.58,79900,0.0033371078997064263,39,3 17 27 23 19 23 19 19 19 17 19 19 21 19 21 21 17 21 21 21 21 19 21 21 21 19 23 21 21 19 21 21 21 19 23 21 21 21 21 21 23 21 19 21 21 17 21 21 21 19 21 19 19 21 21 19 21 23 19 21 21 21 39 19 21 21 21 23 21 19 21 21 21 21 21 17 19 19 21,1.0,0.002162380288001642,39.0,-5.9532853933731875
2,20.0,BIQAE,0.58,15100,0.00039252254269861453,219,1 3 3 17 59 219,1.0,0.0008423576299795843,111.0,-7.137922518693904
2,20.0,CABIQAE_latentt,0.58,32050,0.0004773989816247992,19,1 3 3 7 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19,1.0,0.00296992764467946,11.0,-6.6679250141218205
3,20.0,BAE,0.58,79150,0.001842164984888539,23,13 23 3 17 19 21 19 21 19 19 19 17 19 19 21 21 19 19 19 19 19 19 19 19 21 15 19 21 19 21 19 19 21 19 17 19 17 19 19 21 23 19 19 19 19 19 19 19 19 21 19 23 19 19 19 17 21 19 17 19 19 21 19 19 19 19 19 23 19 19 19 19 19 19 19 19 19 19 19 21 19 19 19 19,1.0,0.0021342530704905327,23.0,-6.455014077474014
3,20.0,BIQAE,0.58,7150,0.003538095141267905,105,1 3 7 27 105,0.0,0.0017604050551851547,54.0,-5.14223687419095
3,20.0,CABIQAE_latentt,0.58,31550,0.011089526859972887,19,1 1 3 3 3 3 3 3 3 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19,0.0,0.0029736357038012695,11.0,-6.080644323885676
4,20.0,BAE,0.58,79650,0.0004008715320739098,23,9 17 21 17 17 19 17 19 19 19 19 19 19 19 19 19 19 21 19 21 21 21 21 21 21 21 19 21 21 19 21 19 15 21 19 17 19 19 17 17 19 17 19 19 19 19 19 23 19 19 21 21 19 21 19 17 17 19 17 19 19 17 19 21 19 21 21 21 19 19 19 21 21 19 19 21 19 19 21 19 19 19 19 19,1.0,0.0020985697297649653,23.0,-5.451415133740843
4,20.0,BIQAE,0.58,6050,0.00080570184156048,83,1 1 3 3 7 23 83,1.0,0.00220951282023929,43.0,-6.657969752305951
4,20.0,CABIQAE_latentt,0.58,34700,0.009314400975636516,19,1 1 3 3 3 3 3 3 3 3 3 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19,0.0,0.0029919936769383093,11.0,-5.4773379075938475
5,20.0,BAE,0.58,79500,0.0015068200084416006,23,11 17 17 21 19 21 21 21 19 23 21 19 5 21 21 21 19 21 19 19 21 21 21 19 19 19 23 21 19 21 19 21 15 21 19 19 17 21 19 19 19 19 21 19 19 21 19 21 19 19 21 21 19 19 21 19 21 19 19 19 19 19 19 21 19 19 19 19 19 19 19 19 19 19 19 21 19 19 19 21 19 19 19,1.0,0.0021294116270399455,23.0,-6.083865000842636
5,20.0,BIQAE,0.58,14300,0.0009625308841940683,211,1 3 3 13 55 211,1.0,0.0008678541671602868,107.0,-6.093178445042095
5,20.0,CABIQAE_latentt,0.58,40200,0.028556241411004324,17,1 3 3 3 3 3 3 3 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17,0.0,0.0029519984751406603,10.0,-4.969773322383581
6,20.0,BAE,0.58,79800,0.004153218002563186,39,7 11 21 19 19 17 19 19 19 21 19 17 19 21 19 19 19 19 19 19 21 17 19 21 21 19 21 21 21 19 19 19 21 19 19 21 19 21 21 21 17 19 19 21 21 19 21 21 21 21 23 21 21 21 19 19 39 21 21 19 19 19 19 21 21 21 21 21 21 21 21 19 21 21 21 21 21 21 19 19 21,0.0,0.002060592227245417,39.0,-6.154763170222154
6,20.0,BIQAE,0.58,7250,0.00170499195678675,103,1 1 3 3 7 27 103,1.0,0.001791322408364382,53.0,-6.230161383708305
6,20.0,CABIQAE_latentt,0.58,15250,0.01990111470243694,31,1 1 3 3 3 3 15 15 15 15 15 15 15 31 31 31 31 31 31,0.0,0.0028963827206036075,17.0,-5.006315980580833
7,20.0,BAE,0.58,79750,0.0008011791899551479,23,7 15 23 17 19 21 17 19 21 19 19 19 19 19 21 21 19 19 21 17 19 19 19 17 21 17 19 21 19 17 21 19 21 19 19 21 19 19 21 19 19 21 21 21 19 17 21 19 21 19 19 19 21 19 19 19 19 21 19 19 19 19 17 19 19 19 21 19 19 19 19 15 19 21 21 19 19 19 19 21 21 21 19 19,1.0,0.002044804565351277,23.0,-6.258089450356119
7,20.0,BIQAE,0.58,15800,0.00044025806866576644,231,1 1 5 19 59 231,1.0,0.0008000472361374689,117.0,-7.468443722784725
7,20.0,CABIQAE_latentt,0.58,57850,0.032795769711826295,17,1 1 1 3 3 3 3 3 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17,0.0,0.0029846764006409288,10.0,-5.080805367263702
8,20.0,BAE,0.58,79000,0.0013963572197220886,41,7 17 21 17 21 21 21 19 19 21 23 21 21 19 21 21 41 21 21 21 21 21 23 21 21 21 21 19 19 19 21 21 19 21 19 21 21 19 21 21 21 21 21 21 39 21 23 21 21 19 19 19 19 39 21 19 19 17 21 19 21 19 17 19 15 19 21 19 23 19 17 21 21 21 23 19 21,1.0,0.002216212594590705,41.0,-5.892828088934188
8,20.0,BIQAE,0.58,7100,0.0016813501495868133,103,1 1 3 7 27 103,1.0,0.0017935208460021501,53.0,-5.978474791368873
8,20.0,CABIQAE_latentt,0.58,5750,0.0073277908552717985,13,1 1 3 3 3 13 13 13 13 13 13 13 13,0.0,0.0029962365259623702,8.0,-6.1172337122391705
9,20.0,BAE,0.58,79150,0.00124874654107332,39,7 17 21 19 19 19 19 19 19 21 21 23 19 21 19 19 19 19 21 19 19 19 19 19 19 19 19 19 19 19 19 21 19 19 19 19 21 21 19 19 19 21 21 17 19 19 21 19 21 19 19 19 19 19 19 19 21 21 17 21 19 19 19 19 19 21 19 19 19 19 21 21 21 19 15 39 19 19 19 19 21 21,1.0,0.0021430663535536576,39.0,-6.931488951594366
9,20.0,BIQAE,0.58,15500,1.3124943698761271e-05,229,1 1 1 3 3 17 55 229,1.0,0.0008011729370315246,116.0,-7.436368679415095
9,20.0,CABIQAE_latentt,0.58,15300,0.018402128485555447,31,1 1 3 3 3 3 15 15 15 15 15 31 31 31 31 31 31 31,0.0,0.0027394332519422027,17.0,-4.906225249562681
10,20.0,BAE,0.58,79950,0.005294066929528052,21,9 19 19 19 19 21 17 17 19 17 17 17 19 17 19 17 19 19 17 19 19 17 19 19 19 17 19 19 19 17 19 19 19 19 19 19 19 19 19 19 17 19 19 17 17 21 21 21 19 19 19 19 19 17 19 17 17 17 19 19 17 17 19 17 19 19 19 19 15 19 19 17 19 19 19 19 19 19 21 19 17 17 17 17 19 21 17 19,0.0,0.0020347299521114026,21.0,-5.056301147641706
10,20.0,BIQAE,0.58,14650,0.00012029775138233667,213,1 1 3 3 15 57 213,1.0,0.0008698822010168583,108.0,-7.2488843822582645
10,20.0,CABIQAE_latentt,0.58,15300,0.004415476899459758,27,1 3 3 3 13 13 27 27 27 27 27 27 27 27 27 27,1.0,0.0027996280862845335,15.0,-5.886664253741323
11,20.0,BAE,0.58,79450,0.0022311591146957355,39,11 17 21 21 19 19 19 19 19 19 19 21 21 21 21 23 19 17 19 23 19 19 19 19 39 19 19 19 23 39 19 19 21 23 19 21 19 19 19 17 19 19 21 25 21 19 19 19 19 19 19 19 21 19 21 19 19 19 19 19 19 19 21 23 19 21 21 19 21 17 19 19 21 19 21 19 19 19 19 19,1.0,0.0022070888663255905,39.0,-6.814995552589169
11,20.0,BIQAE,0.58,6800,0.0019170707964863976,99,1 1 3 7 25 99,1.0,0.001875543483361941,51.0,-6.220583028346825
11,20.0,CABIQAE_latentt,0.58,18150,0.021174641658169735,23,1 1 3 3 11 11 11 23 23 23 23 23 23 23 23 23 23 23 23 23 23,0.0,0.0029805354069503687,13.0,-4.6978959446417115
12,20.0,BAE,0.58,79650,0.001975527133916577,39,7 17 17 19 21 19 17 19 19 21 21 19 19 23 21 19 19 15 19 21 21 21 21 21 19 21 39 21 19 19 17 21 21 19 21 21 19 19 19 19 21 19 21 21 19 15 21 21 23 21 19 21 17 19 19 19 19 19 19 19 19 21 21 19 19 21 19 19 19 21 19 19 21 19 17 21 19 19 21 19 17 19,1.0,0.002195340960818748,39.0,-6.45845182873021
12,20.0,BIQAE,0.58,5950,0.00155260482062336,85,1 3 7 23 85,1.0,0.0021315076714941705,44.0,-5.955513764153802
12,20.0,CABIQAE_latentt,0.58,15150,0.018918104082333742,31,1 1 1 3 3 3 15 15 15 15 15 15 15 31 31 31 31 31 31,0.0,0.002944258437022007,17.0,-4.529559851683216
1,50.0,BAE,0.38,78300,0.006379701561014084,63,13 5 37 51 39 51 51 51 51 51 51 51 63 51 63 51 49 51 49 63 51 63 63 51 51 51 51 51 37 51 51 51 51,0.0,0.0013107540015310781,63.0,-5.383517266358893
1,50.0,BIQAE,0.38,14100,0.0003213920358093869,207,1 1 1 3 3 15 51 207,1.0,0.0008856846463420331,105.0,-6.983881070034424
1,50.0,CABIQAE_latentt,0.38,5450,0.002162184785138632,23,1 1 3 3 9 23 23 23 23,1.0,0.002708440418057817,13.0,-5.629139601388174
2,50.0,BAE,0.38,77650,0.000968780070825126,65,9 17 35 53 53 53 39 39 53 51 39 53 39 53 53 53 51 53 53 53 65 39 39 51 53 51 39 53 51 51 51 53 53 51,1.0,0.0013397057908807741,65.0,-5.687846367760444
2,50.0,BIQAE,0.38,9600,0.0003540906079259054,141,1 1 3 11 35 141,1.0,0.0012983196488870474,72.0,-6.762492831319222
2,50.0,CABIQAE_latentt,0.38,11900,0.004042488655099152,37,1 1 3 3 15 15 15 37 37 37 37 37,1.0,0.0026384030731033403,20.0,-5.58231031718925
3,50.0,BAE,0.38,77650,0.002246535033872399,65,15 5 19 39 37 51 51 39 63 51 51 65 39 51 39 53 51 63 51 39 51 51 51 51 51 53 51 51 39 65 63 51 51 51,1.0,0.0013267939658400674,65.0,-5.932519013755481
3,50.0,BIQAE,0.38,10000,0.0006048355637728875,143,1 1 1 1 3 11 39 143,1.0,0.0012732203515598561,73.0,-7.0322683928290095
3,50.0,CABIQAE_latentt,0.38,17850,0.005567759895806934,27,1 3 3 13 13 27 27 27 27 27 27 27 27 27 27 27 27,1.0,0.0029190450292812253,15.0,-6.420128643436292
4,50.0,BAE,0.38,79500,0.0003062331505765403,65,7 15 41 41 53 53 53 39 53 39 53 53 65 53 53 39 39 39 53 53 53 39 53 53 53 39 53 53 53 39 53 51 51 51 51,1.0,0.0012874409910049178,65.0,-5.017400383183908
4,50.0,BIQAE,0.38,13100,0.000592126833779183,185,1 1 1 3 3 15 53 185,1.0,0.0009714586998944841,94.0,-6.5357346380173995
4,50.0,CABIQAE_latentt,0.38,17850,0.011379955954696652,27,1 3 3 13 13 27 27 27 27 27 27 27 27 27 27 27 27,0.0,0.002914546626311826,15.0,-5.924727516061962
5,50.0,BAE,0.38,78250,0.0010901424590008535,65,13 5 11 37 39 39 51 53 39 39 39 53 53 53 53 39 53 53 53 65 39 39 51 53 53 53 39 53 41 53 53 53 53 39 51 39,1.0,0.0013466644848466602,65.0,-6.776950850827275
5,50.0,BIQAE,0.38,11100,0.0016488609413172206,153,1 1 1 1 3 13 49 153,1.0,0.0011721966422674202,78.0,-6.104786083435322
5,50.0,CABIQAE_latentt,0.38,18400,0.014239534531736764,27,1 1 1 3 11 27 27 27 27 27 27 27 27 27 27 27 27 27,0.0,0.002644681402994814,15.0,-5.095157412084824
6,50.0,BAE,0.38,77800,0.004247627898664952,65,9 17 37 39 41 53 39 53 53 53 53 39 39 39 53 65 53 53 53 53 53 65 53 53 53 53 65 53 53 53 53 53 53,0.0,0.001364217789147304,65.0,-5.364298827541257
6,50.0,BIQAE,0.38,12750,7.07477461381334e-05,181,1 1 3 3 15 51 181,1.0,0.001003156005484479,92.0,-8.061749688513277
6,50.0,CABIQAE_latentt,0.38,19850,0.00017103014762442914,39,1 3 3 3 15 15 15 15 15 39 39 39 39 39 39 39 39,1.0,0.0028778598760010043,21.0,-6.9093212102221315
7,50.0,BAE,0.38,77500,0.0015987327747736257,65,9 19 37 47 49 51 39 51 39 51 51 51 51 39 39 51 39 51 65 51 51 39 51 39 53 51 51 51 51 39 51 39 51 51 51,1.0,0.0013481016691635483,65.0,-5.323710316157988
7,50.0,BIQAE,0.38,10500,0.002005429048987817,153,1 1 1 1 3 11 39 153,1.0,0.0011964032542647052,78.0,-6.020276357193648
7,50.0,CABIQAE_latentt,0.38,11100,0.0006850645187609361,27,1 3 3 13 13 27 27 27 27 27 27 27,1.0,0.0027822255753652825,15.0,-6.078256568205776
8,50.0,BAE,0.38,79000,0.0004144859287296132,65,5 11 35 53 39 39 51 51 63 51 51 51 51 51 51 51 39 39 51 51 39 51 51 65 51 39 39 51 51 53 51 51 51 51 51,1.0,0.0013351886885711872,65.0,-6.129698615460903
8,50.0,BIQAE,0.38,9800,0.0006645311500501627,141,1 1 1 1 3 11 37 141,1.0,0.0012929605247234688,72.0,-6.518830067737231
8,50.0,CABIQAE_latentt,0.38,13700,5.381989211161731e-05,27,1 1 3 13 13 27 27 27 27 27 27 27 27 27,1.0,0.0029401663948894763,15.0,-7.5636338308429725
9,50.0,BAE,0.38,79600,0.0026463983787334833,67,11 17 7 41 55 41 55 41 53 53 67 53 39 53 53 53 53 53 53 39 39 53 53 53 53 53 39 53 53 53 53 39 53 53 53,1.0,0.0013951534408609412,67.0,-5.423150777003214
9,50.0,BIQAE,0.38,13950,0.0013194429389269402,197,1 3 3 3 17 55 197,1.0,0.000920190620215533,100.0,-5.380380543646522
9,50.0,CABIQAE_latentt,0.38,15600,0.009287956014066179,37,1 1 3 3 15 15 15 37 37 37 37 37 37 37,0.0,0.0027643096442002135,20.0,-5.543660179803657
10,50.0,BAE,0.38,78250,0.0023305075859856306,65,13 3 39 41 53 39 53 39 53 41 53 41 53 53 53 65 53 53 53 53 53 53 53 53 53 39 53 53 39 65 53 39 53 39,1.0,0.0013493123682151165,65.0,-6.019676161761112
10,50.0,BIQAE,0.38,12700,0.0006704286013221594,179,1 1 1 3 3 15 51 179,1.0,0.0010100064571603173,91.0,-6.798197040120304
10,50.0,CABIQAE_latentt,0.38,17100,0.005373098537613807,27,1 1 1 1 3 11 27 27 27 27 27 27 27 27 27 27 27 27,1.0,0.0029023677984154894,15.0,-5.402097260923579
11,50.0,BAE,0.38,79350,0.00027509833670935624,61,9 15 25 37 61 39 51 39 39 39 51 53 53 51 39 39 53 39 53 51 53 53 39 51 51 39 51 51 51 51 51 53 51 53 51 53,1.0,0.0012803297544802805,61.0,-5.942874295088515
11,50.0,BIQAE,0.38,9550,0.0010979636492742806,141,1 3 11 35 141,1.0,0.0012968981460826645,72.0,-5.829216150918179
11,50.0,CABIQAE_latentt,0.38,11850,0.010729905351375413,37,1 3 3 15 15 15 37 37 37 37 37,0.0,0.002582011030657444,20.0,-5.388111872915533
12,50.0,BAE,0.38,78650,0.0021346082751958484,67,7 15 41 39 53 67 51 51 51 51 39 51 51 51 51 39 39 39 51 39 51 51 65 65 51 39 51 65 51 51 51 65 39 65,1.0,0.001300536440863087,67.0,-5.429460850643638
12,50.0,BIQAE,0.38,13350,0.0010245341595022106,193,1 1 3 3 15 51 193,1.0,0.0009441175973502469,98.0,-6.279380224366925
12,50.0,CABIQAE_latentt,0.38,9250,0.008147457641367595,37,1 3 3 15 15 37 37 37 37,0.0,0.00274495571347394,20.0,-4.956347749849113
1,50.0,BAE,0.46,78550,0.0020497935103329645,49,5 35 49 45 41 41 45 43 43 43 43 43 45 13 41 41 43 39 43 43 43 39 41 41 41 39 41 41 39 43 41 43 41 41 41 41 41 45 43 41,1.0,0.0012358475893815557,49.0,-6.411290401630856
1,50.0,BIQAE,0.46,12150,0.001367000324243861,167,1 1 3 11 11 49 167,1.0,0.0011083668063585073,85.0,-5.608521663543868
1,50.0,CABIQAE_latentt,0.46,20100,0.005257463594389167,37,1 3 7 7 7 7 37 37 37 37 37 37 37 37 37 37,1.0,0.0029423178135066508,20.0,-6.039459573071667
2,50.0,BAE,0.46,79250,0.0004149043102111838,43,9 19 37 39 39 37 39 39 39 39 39 41 41 41 41 43 39 41 39 39 41 39 39 41 37 39 41 39 41 39 39 41 41 41 41 39 41 41 41 41 41 35,1.0,0.0012667136215986363,43.0,-6.285247967001844
2,50.0,BIQAE,0.46,13850,0.0007296528408023972,195,1 3 7 7 15 49 195,1.0,0.0009610287670732132,99.0,-7.208539391421921
2,50.0,CABIQAE_latentt,0.46,11900,0.0009816544956067208,55,1 1 3 7 7 27 27 55 55 55,1.0,0.0027529001688253174,29.0,-6.163253600251407
3,50.0,BAE,0.46,78150,0.00041889287474172754,43,5 39 15 31 39 37 39 39 39 37 39 43 39 41 39 39 43 39 41 39 41 39 39 39 41 41 39 41 41 37 43 39 37 41 41 39 41 41 39 39 41 41,1.0,0.001195602373890936,43.0,-6.825216438045137
3,50.0,BIQAE,0.46,11150,0.001686576015734076,161,1 3 3 7 7 41 161,1.0,0.00116781680208497,82.0,-6.530463983407827
3,50.0,CABIQAE_latentt,0.46,5950,0.0011072974653716372,43,1 1 5 13 13 43 43,1.0,0.0027930062343388407,23.0,-5.908547797240595
4,50.0,BAE,0.46,78850,2.2868993713398567e-05,41,7 13 31 39 37 41 39 41 39 41 41 39 39 41 41 41 39 41 41 41 37 41 41 41 39 41 39 41 41 41 37 41 35 41 41 41 41 41 41 41 41 41,1.0,0.0012699331815435033,41.0,-6.344610882768499
4,50.0,BIQAE,0.46,10950,0.0005784070486123394,159,1 3 11 45 159,1.0,0.0011704973590520584,81.0,-6.44834153248533
4,50.0,CABIQAE_latentt,0.46,20300,0.00496071689939237,39,1 1 3 11 39 39 39 39 39 39 39 39 39 39,1.0,0.0029669966480343757,21.0,-5.708848612028719
5,50.0,BAE,0.46,78900,0.001023097816280183,43,9 15 27 37 39 39 41 39 39 39 39 37 37 39 39 39 39 39 39 41 37 39 39 41 39 41 39 43 39 41 39 37 39 39 41 39 39 39 37 37 39 41 41,1.0,0.001238268715178903,43.0,-6.067996015935421
5,50.0,BIQAE,0.46,11850,0.0013929210323668784,167,1 3 7 7 7 45 167,1.0,0.001116670799280628,85.0,-6.277374654902676
5,50.0,CABIQAE_latentt,0.46,23800,0.012227630779157783,37,1 3 7 7 7 7 37 37 37 37 37 37 37 37 37 37 37 37,0.0,0.0029655655950437954,20.0,-5.702487416022995
6,50.0,BAE,0.46,78100,0.0012607338283951997,51,5 17 41 51 39 39 39 39 39 39 39 39 41 39 41 41 41 41 37 39 39 39 39 41 41 43 43 41 37 41 43 39 41 41 43 43 37 41 43 39 41,1.0,0.0012969676211149195,51.0,-6.37956049156749
6,50.0,BIQAE,0.46,8100,0.001203705960692858,117,1 1 3 9 31 117,1.0,0.0015965541375365655,60.0,-6.777450974312042
6,50.0,CABIQAE_latentt,0.46,14300,0.006912866827820441,59,1 3 9 9 29 29 29 59 59 59,0.0,0.0023709754804255023,31.0,-5.134837702194111
7,50.0,BAE,0.46,79900,0.0011434194040962353,61,5 13 61 57 45 35 43 41 43 37 43 39 41 41 39 39 41 41 39 39 41 39 39 37 41 41 43 41 41 41 41 41 45 41 39 41 39 41 41 41 41,1.0,0.0012633780115784976,61.0,-5.506510996133221
7,50.0,BIQAE,0.46,11600,0.0006333292488422959,161,1 3 9 9 49 161,1.0,0.0011505325682438783,82.0,-6.554728381846186
7,50.0,CABIQAE_latentt,0.46,17750,0.004945728042162312,37,1 3 9 9 37 37 37 37 37 37 37 37 37,1.0,0.0028469131105100798,20.0,-6.654247262231579
8,50.0,BAE,0.46,78100,0.0013311414839398683,43,7 15 29 41 39 39 41 39 43 41 41 37 41 39 43 43 41 43 41 41 39 41 41 41 39 41 41 41 41 43 41 39 41 39 41 41 41 43 41 41 41,1.0,0.0012563319254646488,43.0,-7.603685090334398
8,50.0,BIQAE,0.46,9450,0.00020942583272476334,131,1 1 3 7 7 39 131,1.0,0.0013563148185751495,67.0,-7.313924224524873
8,50.0,CABIQAE_latentt,0.46,36050,0.020591730673524156,33,1 3 3 7 7 7 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33,0.0,0.002974592805225912,18.0,-5.053340824812946
9,50.0,BAE,0.46,79100,0.00047156266692649496,45,11 25 43 43 45 43 41 41 41 39 39 39 39 39 39 39 41 41 41 41 41 41 41 41 39 41 41 41 41 41 41 39 39 41 39 41 41 41 39 41 37,1.0,0.0012569875767456384,45.0,-6.128098308599455
9,50.0,BIQAE,0.46,11400,0.0009056252553998334,161,1 3 9 9 45 161,1.0,0.0011584321843347845,82.0,-6.763627153712059
9,50.0,CABIQAE_latentt,0.46,6650,0.004642663816976311,69,1 3 7 7 23 23 69,1.0,0.002558170613539551,36.0,-5.516311179233658
10,50.0,BAE,0.46,78500,0.0005515036973313681,49,5 31 49 23 43 39 41 37 41 39 45 41 41 41 41 39 39 41 41 41 41 41 41 41 41 41 39 39 41 41 41 39 43 41 41 41 39 39 41 39 41,1.0,0.0012623202614800988,49.0,-6.216999787234985
10,50.0,BIQAE,0.46,11250,0.0009921871072671173,157,1 1 3 9 9 45 157,1.0,0.0011812793017011158,80.0,-7.215630373480209
10,50.0,CABIQAE_latentt,0.46,11300,0.008787226449875618,59,1 3 3 7 7 29 29 29 59 59,0.0,0.002947411259205751,31.0,-5.684522511583475
11,50.0,BAE,0.46,79550,0.0002810611561938625,43,9 19 35 39 43 41 41 41 41 37 41 41 39 43 39 37 39 41 39 37 41 43 41 39 41 41 39 39 39 41 41 41 41 39 41 43 39 39 39 39 41 41,1.0,0.0012555091338708468,43.0,-6.603266415098842
11,50.0,BIQAE,0.46,11350,9.829763584634499e-05,159,1 1 3 9 9 45 159,1.0,0.0011761559638368557,81.0,-7.623329663307263
11,50.0,CABIQAE_latentt,0.46,24700,0.018686858465105427,33,1 1 3 9 9 9 33 33 33 33 33 33 33 33 33 33 33 33 33 33,0.0,0.002969462970191211,18.0,-5.448032911233216
12,50.0,BAE,0.46,79500,0.0010427423676412362,51,7 31 51 43 39 39 39 39 39 41 41 43 41 41 43 41 41 41 41 41 41 39 41 41 43 41 41 41 41 43 41 39 39 37 39 39 39 39 41 41 43,1.0,0.001233782338764644,51.0,-6.74139861372217
12,50.0,BIQAE,0.46,11900,0.0008026120533104475,171,1 3 9 9 45 171,1.0,0.0010625880314028557,87.0,-6.514471574976227
12,50.0,CABIQAE_latentt,0.46,29400,0.015669975072719167,35,1 3 3 7 7 7 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35,0.0,0.0029478409403825845,19.0,-5.462835236147865
1,50.0,BAE,0.47,79300,0.0005933950902226037,63,7 35 53 63 57 51 51 49 49 49 49 49 51 51 51 47 51 51 51 49 51 51 53 49 51 51 51 53 53 51 51 55 53,1.0,0.001376669483356574,63.0,-6.055278597301939
1,50.0,BIQAE,0.47,15350,0.00040035055474008097,211,1 3 7 7 17 61 211,1.0,0.0008827520895965391,107.0,-7.603371183127889
1,50.0,CABIQAE_latentt,0.47,12750,0.008161231892381826,75,1 3 7 7 7 7 37 37 37 37 75,0.0,0.00294066177586369,39.0,-5.552528042235865
2,50.0,BAE,0.47,78550,0.0016875055800038563,57,7 31 57 45 47 49 51 49 49 51 45 49 51 53 49 51 51 51 53 17 51 53 55 51 51 51 49 49 51 51 51 51 49 51,1.0,0.001305801580384014,57.0,-6.061379973161694
2,50.0,BIQAE,0.47,15900,0.0013647319843042016,223,1 3 3 9 9 9 61 223,1.0,0.0008386260842102589,113.0,-6.431021890375195
2,50.0,CABIQAE_latentt,0.47,15850,0.0007115943081474896,51,1 1 5 11 11 11 11 11 51 51 51 51 51,1.0,0.002859031322044736,27.0,-6.524136844348293
3,50.0,BAE,0.47,77900,0.0010034334239448217,55,17 5 37 51 49 53 53 55 53 51 51 51 51 53 53 49 49 53 53 51 51 51 53 49 51 51 51 53 53 51 53 51 51,1.0,0.0013469619627818896,55.0,-5.198317474459754
3,50.0,BIQAE,0.47,14850,0.0007196722366893393,211,1 3 9 9 9 55 211,1.0,0.0008899699118140869,107.0,-6.8786258268480545
3,50.0,CABIQAE_latentt,0.47,14650,0.006063768295433203,75,1 1 3 9 9 9 37 37 37 75 75,0.0,0.0025209203504859834,39.0,-5.47645033593765
4,50.0,BAE,0.47,78350,0.002901673452824216,55,7 19 45 55 53 53 51 55 49 49 49 49 49 51 51 47 49 49 47 47 49 51 47 51 49 49 49 47 49 49 51 51 49 51,0.0,0.0013707434837365584,55.0,-6.405857286651341
4,50.0,BIQAE,0.47,15550,0.000933592419567697,221,1 3 9 9 9 59 221,1.0,0.0008466198247631673,112.0,-6.541369046642836
4,50.0,CABIQAE_latentt,0.47,9850,0.00919346348420258,39,1 3 7 15 15 39 39 39 39,0.0,0.0027874332523477874,21.0,-6.091326910337893
5,50.0,BAE,0.47,79100,0.0011857700248826264,53,5 23 51 47 51 51 51 51 51 53 53 53 53 53 53 51 47 53 51 53 53 53 53 53 53 53 53 53 51 51 51 49 51,1.0,0.0013469958958581274,53.0,-6.722222727065575
5,50.0,BIQAE,0.47,14900,0.0004893854178182888,207,1 3 9 19 59 207,1.0,0.0008982480198096165,105.0,-6.970446445501196
5,50.0,CABIQAE_latentt,0.47,12700,0.008063750571770001,75,1 3 9 9 9 37 37 37 37 75,0.0,0.0029931195848421077,39.0,-5.503340444394276
6,50.0,BAE,0.47,77550,3.741602595686011e-05,61,3 23 41 61 55 51 51 49 51 53 53 55 53 53 53 53 55 53 55 53 53 51 53 51 51 51 55 51 53 53 53 53,1.0,0.0013976170670146892,61.0,-5.873209461741688
6,50.0,BIQAE,0.47,5000,0.0022406382583692874,63,1 3 11 11 11 63,1.0,0.0029467462239385622,33.0,-5.925893639618485
6,50.0,CABIQAE_latentt,0.47,14600,0.010027567606256893,45,1 3 9 9 9 9 9 9 9 45 45 45 45 45,0.0,0.0027101672754621386,24.0,-6.099970054724443
7,50.0,BAE,0.47,77450,0.0029123733119724715,69,7 45 69 51 15 11 51 51 51 51 51 49 49 49 49 49 49 47 49 49 49 51 51 51 51 49 49 49 51 51 51 51 51 51,1.0,0.0013846207327840032,69.0,-7.458088981021165
7,50.0,BIQAE,0.47,14150,0.00033195784546347085,197,1 1 3 7 17 57 197,1.0,0.0009359964852666269,100.0,-7.437148885001058
