rep,T_noise,algorithm,a_true,final_queries,final_nRMSE,K_max,K_sequence,coverage,radius,max_depth,auc_log_rmse
7,200.0,BAE,0.38,79600,5.99352143009213e-05,93,15 5 21 83 91 91 91 91 91 93 93 93 93 91 91 91 93 91 91 91 91,1.0,0.0005667569183673282,93.0,-6.416245858919638
7,200.0,BIQAE,0.38,10050,0.0005910853729711452,143,1 1 1 3 13 39 143,1.0,0.001271043999540089,73.0,-7.731332474782477
7,200.0,CABIQAE_latentt,0.38,7250,0.00015399545007643844,89,1 1 1 3 11 39 89,1.0,0.002728723680371692,46.0,-8.480515116611759
8,200.0,BAE,0.38,75250,0.0012442835764335802,193,11 17 89 23 91 89 91 91 89 77 89 91 91 89 101 181 193 181,1.0,0.0005750117045389969,193.0,-6.531465306889821
8,200.0,BIQAE,0.38,5050,0.005317521893640986,71,1 1 3 3 3 19 71,1.0,0.002299002780004278,37.0,-4.668201318401021
8,200.0,CABIQAE_latentt,0.38,10600,0.001868865080366544,79,1 1 1 3 11 37 79 79,1.0,0.002394131294525731,41.0,-6.266397903494074
9,200.0,BAE,0.38,78650,0.0005389622616439604,93,9 35 85 93 91 89 91 91 93 91 89 91 91 91 91 91 91 77 91 89,1.0,0.000591455605355673,93.0,-5.214903698025768
9,200.0,BIQAE,0.38,10950,0.000857315638180145,159,1 1 3 3 13 39 159,1.0,0.001141400308811935,81.0,-6.40922645010849
9,200.0,CABIQAE_latentt,0.38,10650,0.003014409187252265,79,1 1 1 1 3 11 37 79 79,1.0,0.0025108848803493122,41.0,-5.863618702475668
10,200.0,BAE,0.38,73900,8.613447792860107e-05,233,9 17 47 91 89 91 91 91 101 89 89 89 91 89 195 207 233,1.0,0.0005878063296742564,233.0,-5.860907016919914
10,200.0,BIQAE,0.38,12900,0.00039294254679378415,179,1 1 1 1 1 3 3 15 53 179,1.0,0.001007586049631165,91.0,-6.25297371985628
10,200.0,CABIQAE_latentt,0.38,7500,0.0014304741191859538,53,1 1 1 1 1 3 11 25 53 53,1.0,0.002646135665435173,28.0,-6.0299684084387755
11,200.0,BAE,0.38,79200,9.841405477173382e-05,91,5 19 63 67 91 91 91 91 91 91 89 79 91 91 91 91 91 79 91 89 91,1.0,0.0005442638466515715,91.0,-6.83313765909887
11,200.0,BIQAE,0.38,13150,0.0015630266597097542,185,1 1 1 1 3 3 15 53 185,1.0,0.0009764332862282898,94.0,-6.092928679666947
11,200.0,CABIQAE_latentt,0.38,10850,0.0006984701929616532,79,1 3 3 13 39 79 79,1.0,0.0020640011279501325,41.0,-6.783037022143245
12,200.0,BAE,0.38,79050,0.0005289781976467456,195,7 31 63 93 91 93 93 93 93 91 91 195 195 169 181 181,1.0,0.0006030103227520067,195.0,-5.672456722519184
12,200.0,BIQAE,0.38,11950,0.001480569300431167,169,1 1 1 1 1 3 13 49 169,1.0,0.0010719176158124344,86.0,-6.798786694967276
12,200.0,CABIQAE_latentt,0.38,7550,0.001553364583659178,89,1 1 3 3 15 39 89,1.0,0.002882692334971154,46.0,-5.9950463209577975
1,200.0,BAE,0.46,77850,0.0007460314450087324,85,9 19 69 85 81 79 85 81 81 81 79 83 81 81 81 79 79 81 81 79 81 81,1.0,0.0006090675905584542,85.0,-5.566170677594275
1,200.0,BIQAE,0.46,10950,3.824724244227973e-05,159,1 3 11 45 159,1.0,0.0011735628076798565,81.0,-8.344275571550613
1,200.0,CABIQAE_latentt,0.46,10650,2.6082990456255395e-05,81,1 3 7 7 33 81 81,1.0,0.0023595065547147853,42.0,-8.022662659350491
2,200.0,BAE,0.46,76850,0.00045143632370225895,83,9 17 83 67 83 77 79 79 81 79 79 79 79 81 81 79 81 81 79 81 81 81,1.0,0.0006058493238835228,83.0,-5.591007607546475
2,200.0,BIQAE,0.46,12550,0.0009626281988109886,163,1 3 3 3 7 7 15 49 163,1.0,0.0011259541994969036,83.0,-6.267435983168108
2,200.0,CABIQAE_latentt,0.46,11000,0.001921215196377446,83,1 3 3 3 7 37 83 83,1.0,0.002196028281051421,43.0,-6.183811467407466
3,200.0,BAE,0.46,79450,0.0006329257363965057,97,11 25 97 83 79 81 81 85 81 79 81 81 81 81 79 81 79 81 79 79 83 81,1.0,0.0005920308808448627,97.0,-6.68826384864648
3,200.0,BIQAE,0.46,12100,0.0016490141165954597,163,1 1 3 3 11 11 49 163,1.0,0.0011346490738695647,83.0,-6.0005112691063545
3,200.0,CABIQAE_latentt,0.46,11000,0.0036226300632674624,79,1 1 3 9 9 39 79 79,1.0,0.0023870370849407574,41.0,-6.2265331013225325
4,200.0,BAE,0.46,76600,0.00046939335197371257,83,5 43 15 27 79 81 81 81 79 81 79 81 77 79 79 79 79 83 79 81 81 81 79,1.0,0.0006079775669794452,83.0,-7.370614603000784
4,200.0,BIQAE,0.46,11050,0.0010236083607932933,151,1 1 3 3 7 7 7 41 151,1.0,0.0012320079070498313,77.0,-6.532682213043527
4,200.0,CABIQAE_latentt,0.46,10900,0.0005428514398895246,113,1 1 7 7 7 41 41 113,1.0,0.002292329257052139,58.0,-6.6354940040963175
5,200.0,BAE,0.46,79600,0.00017490351072346755,85,9 17 47 65 81 81 81 81 77 81 79 81 77 81 81 81 79 83 81 81 81 85 81,1.0,0.0005769071576032792,85.0,-7.829418207803874
5,200.0,BIQAE,0.46,10750,9.975546383611533e-05,153,1 3 3 7 7 41 153,1.0,0.0012259113575244507,78.0,-7.902918760019338
5,200.0,CABIQAE_latentt,0.46,10150,0.0032533984450064946,75,1 3 7 7 35 75 75,1.0,0.002614120370994538,39.0,-6.653534257960965
6,200.0,BAE,0.46,76250,0.00033403048753499753,83,7 29 53 79 81 81 81 79 79 79 81 83 81 77 79 79 81 79 77 79 79 81,1.0,0.0005718515749257858,83.0,-7.227843704810247
6,200.0,BIQAE,0.46,10250,0.0011983801528014926,147,1 3 3 7 7 37 147,1.0,0.001252189340780252,75.0,-6.660346290499195
6,200.0,CABIQAE_latentt,0.46,10200,0.0017436509812143175,77,1 3 3 3 7 33 77 77,1.0,0.002414069381020789,40.0,-6.1438795846948295
7,200.0,BAE,0.46,79300,0.00041557075347897765,85,13 27 19 77 83 85 83 83 81 81 79 81 79 77 75 79 79 81 81 79 81 81 81,1.0,0.0006023439656080432,85.0,-5.916431477584938
7,200.0,BIQAE,0.46,13400,0.0001777231995467865,193,1 3 11 11 49 193,1.0,0.0009728566889834755,98.0,-6.6866129060467046
7,200.0,CABIQAE_latentt,0.46,6650,0.0013433912179994234,75,1 3 3 7 7 37 75,1.0,0.0025923082881732507,39.0,-6.7392024973506945
8,200.0,BAE,0.46,79100,0.0003179043193277664,85,7 13 75 61 77 79 75 77 79 75 81 79 79 81 79 81 85 81 77 81 79 79 81,1.0,0.0005790653838276261,85.0,-6.7410475171329765
8,200.0,BIQAE,0.46,13700,9.616749645346978e-05,197,1 3 7 15 51 197,1.0,0.000954015149874643,100.0,-7.77705739769161
8,200.0,CABIQAE_latentt,0.46,10850,0.0003639844564620187,81,1 3 7 7 37 81 81,1.0,0.002358671555023062,42.0,-7.262651691707891
9,200.0,BAE,0.46,77050,0.0006718263247663669,85,9 17 65 85 79 83 81 81 79 79 83 79 81 81 81 79 79 81 79 79 79 79,1.0,0.0005841518716989125,85.0,-5.807822522555929
9,200.0,BIQAE,0.46,11150,0.0001590108742370866,167,1 3 11 41 167,1.0,0.0011140161747935917,85.0,-7.381363883541068
9,200.0,CABIQAE_latentt,0.46,10650,0.0012525000818133236,77,1 1 3 3 7 7 37 77 77,1.0,0.0023905545646628057,40.0,-6.980193144348602
10,200.0,BAE,0.46,77350,0.00012594312658431583,85,11 21 53 75 85 81 83 81 81 83 83 81 81 81 81 81 79 81 81 81 81 77,1.0,0.0005913423027380516,85.0,-5.970013249382154
10,200.0,BIQAE,0.46,9200,0.0005429482883840819,127,1 3 7 7 39 127,1.0,0.0014514494332144579,65.0,-7.1634347874737045
10,200.0,CABIQAE_latentt,0.46,10450,0.003025348811860118,81,1 3 3 9 31 81 81,1.0,0.002375672682984109,42.0,-6.149066187096912
11,200.0,BAE,0.46,77050,0.00020613328541441156,81,9 19 81 77 79 79 79 81 79 81 79 79 79 77 79 81 81 81 81 77 81 81,1.0,0.000576192443460577,81.0,-7.739360209951539
11,200.0,BIQAE,0.46,10450,0.0009669408076066199,149,1 3 3 7 7 39 149,1.0,0.0012544652704475912,76.0,-6.613602982374296
11,200.0,CABIQAE_latentt,0.46,10900,4.535226482338395e-05,113,1 1 3 9 9 41 41 113,1.0,0.0024506623856662413,58.0,-7.529601605695054
12,200.0,BAE,0.46,78150,0.00046572414772771964,91,9 17 91 75 77 81 81 85 81 81 79 79 81 81 81 81 81 79 79 81 81 79,1.0,0.0005729962933850308,91.0,-6.5766906829025515
12,200.0,BIQAE,0.46,8200,0.0016557585612213543,119,1 3 3 7 31 119,1.0,0.001574714751964773,61.0,-6.486255177070736
12,200.0,CABIQAE_latentt,0.46,10450,0.00012564980154439187,75,1 3 9 9 37 75 75,1.0,0.0024862132647224533,39.0,-7.895109098717989
1,200.0,BAE,0.47,73950,0.0007822244728445948,165,11 17 85 95 101 97 99 165 163 161 161 161 161 157,1.0,0.0006424946198416159,165.0,-5.3406708188520495
1,200.0,BIQAE,0.47,5150,0.0006078578557053849,67,1 3 3 7 7 15 67,1.0,0.0027615631448627,35.0,-6.613205853687637
1,200.0,CABIQAE_latentt,0.47,11400,0.00016841469535622267,109,1 3 3 7 7 49 49 109,1.0,0.0019504872851762167,56.0,-7.117166797981431
2,200.0,BAE,0.47,78500,0.0008768910295422483,155,11 19 61 97 101 99 97 155 155 153 155 155 155 155 155,1.0,0.0005785479253209713,155.0,-6.286940885489257
2,200.0,BIQAE,0.47,5100,0.0022618999517900473,71,1 1 3 7 19 71,1.0,0.0025648361898583105,37.0,-5.66247298180434
2,200.0,CABIQAE_latentt,0.47,10150,0.004258536217204734,57,1 1 3 9 9 9 57 57 57,1.0,0.0026778091418690753,30.0,-5.851011979932906
3,200.0,BAE,0.47,72350,7.642400512686276e-05,163,5 29 65 101 101 101 99 155 155 157 159 155 163 159,1.0,0.000618662671513559,163.0,-6.129078992135185
3,200.0,BIQAE,0.47,14900,0.0004703502521969938,205,1 1 3 7 7 15 59 205,1.0,0.0009084898407448749,104.0,-6.651563134254449
3,200.0,CABIQAE_latentt,0.47,12100,0.00017948615525553713,107,1 1 5 13 13 51 51 107,1.0,0.002250246233050146,55.0,-7.322336670844721
4,200.0,BAE,0.47,75200,0.0012186736660324549,163,9 37 71 21 99 101 99 99 161 163 159 161 161 161 159,1.0,0.0006124641768330275,163.0,-7.070752638245585
4,200.0,BIQAE,0.47,14950,3.108713733290802e-05,205,1 3 7 7 17 59 205,1.0,0.0009114478705557205,104.0,-8.195020100259342
4,200.0,CABIQAE_latentt,0.47,12200,0.00037838400413958695,109,1 3 7 7 15 51 51 109,1.0,0.002046396028550973,56.0,-7.66728333599314
5,200.0,BAE,0.47,75200,0.0005232050411712041,161,5 47 83 31 101 99 95 101 155 157 157 157 153 161 159,1.0,0.0006201795322908765,161.0,-7.175335855412023
5,200.0,BIQAE,0.47,15450,0.0009198247193463738,221,1 3 7 7 15 55 221,1.0,0.0008380906135973254,112.0,-6.7270674178917504
5,200.0,CABIQAE_latentt,0.47,8450,0.0028518665984786917,105,1 3 3 7 7 43 105,1.0,0.0028903150066284244,54.0,-6.059999254533432
6,200.0,BAE,0.47,74700,0.0002955963357118563,161,5 45 73 27 101 101 97 99 157 159 155 161 157 155 157,1.0,0.0006195090671837766,161.0,-6.582837003524982
6,200.0,BIQAE,0.47,4450,0.0008264218224067754,63,1 3 11 11 63,1.0,0.0029784286203942134,33.0,-6.273413647069338
6,200.0,CABIQAE_latentt,0.47,7500,0.0004141613971098135,57,1 3 3 7 7 15 57 57,1.0,0.00295535041480946,30.0,-7.273775264706062
7,200.0,BAE,0.47,73250,0.0005666933885504211,161,7 31 61 101 99 101 101 161 161 161 159 161 159 159,1.0,0.000606490473288035,161.0,-6.059029272156308
7,200.0,BIQAE,0.47,4750,0.0004777525855375053,67,1 3 7 17 67,1.0,0.0027541792240583785,35.0,-7.4892831589968925
7,200.0,CABIQAE_latentt,0.47,8950,0.0011039027062467177,109,1 1 3 11 11 43 109,1.0,0.0027977660233862722,56.0,-6.035243097406305
8,200.0,BAE,0.47,72650,0.0007030950916064871,159,11 21 81 99 101 101 95 157 157 157 159 157 155 157,1.0,0.0006296759808894214,159.0,-5.3734883744267465
8,200.0,BIQAE,0.47,14700,0.00043730354402105043,209,1 3 11 11 59 209,1.0,0.0008949068130729709,106.0,-6.998700886360066
8,200.0,CABIQAE_latentt,0.47,8800,0.00026466636986133274,103,1 1 3 3 7 15 43 103,1.0,0.002823852711108993,53.0,-7.872050590755399
9,200.0,BAE,0.47,79350,0.0007525303319536603,209,11 75 21 101 101 93 97 155 157 155 201 209 209 205,1.0,0.0006105756183270583,209.0,-5.985276607222415
9,200.0,BIQAE,0.47,14650,0.000528811961571618,207,1 3 7 7 15 53 207,1.0,0.0009075516622577551,105.0,-7.768214691832531
9,200.0,CABIQAE_latentt,0.47,8050,0.00028436701708500767,95,1 3 3 9 9 41 95,1.0,0.002949711263109722,49.0,-6.989143201886543
10,200.0,BAE,0.47,79750,0.0006635558967243993,155,7 47 21 43 97 99 99 99 155 153 153 155 155 155 155 155,1.0,0.0005863934011570149,155.0,-7.2908000302569
10,200.0,BIQAE,0.47,13450,0.0009473707905149897,195,1 3 3 9 9 49 195,1.0,0.0009585267821399235,99.0,-6.429747158285588
10,200.0,CABIQAE_latentt,0.47,9450,5.9552585399025304e-05,109,1 1 3 13 13 49 109,1.0,0.0026703183994024327,56.0,-7.453953774225672
11,200.0,BAE,0.47,72650,0.00022279180762097006,157,7 49 65 97 95 99 99 155 157 157 157 157 157 155,1.0,0.0006234441523343404,157.0,-7.527884060847439
11,200.0,BIQAE,0.47,10250,0.00035304063021590615,145,1 3 3 7 7 39 145,1.0,0.001283405596507442,74.0,-6.441132031509038
11,200.0,CABIQAE_latentt,0.47,8600,0.0006624022569976518,101,1 3 9 9 49 101,1.0,0.0027837910999462534,52.0,-7.193112704003597
12,200.0,BAE,0.47,78800,6.809786495853842e-05,159,13 27 51 99 99 97 101 157 153 153 155 155 157 157 159,1.0,0.0005949753018813508,159.0,-6.115310417337303
12,200.0,BIQAE,0.47,15000,0.0003882564381190168,213,1 1 3 9 9 9 55 213,1.0,0.0008823610263603288,108.0,-7.083500295692563
12,200.0,CABIQAE_latentt,0.47,8850,0.0021382415505502017,101,1 1 3 7 15 49 101,1.0,0.0026889222412312674,52.0,-6.512323637387002
1,200.0,BAE,0.49,79100,0.0007731620012791929,75,7 35 75 51 49 55 51 49 45 45 49 47 47 43 47 49 45 45 47 49 47 47 47 47 47 47 49 47 45 47 47 45 43 45 45,1.0,0.0008141886629381423,75.0,-5.550890596126789
1,200.0,BIQAE,0.49,12650,0.0008978059007236361,179,1 1 3 7 17 45 179,1.0,0.001044968707703181,91.0,-6.370453743341601
1,200.0,CABIQAE_latentt,0.49,10750,0.0015510385633348278,123,1 3 7 27 27 27 123,1.0,0.0021759128991410415,63.0,-5.975160651587402
2,200.0,BAE,0.49,77700,0.0010002372192974285,101,9 41 91 83 45 47 45 43 49 45 45 45 45 101 45 45 45 47 47 45 45 43 45 47 45 47 45 43 45 45 47 47 49,1.0,0.000855365700738242,101.0,-6.7506180278196695
2,200.0,BIQAE,0.49,12400,0.0004793671346694506,171,1 3 7 19 47 171,1.0,0.0010920868770684655,87.0,-7.400587692506378
2,200.0,CABIQAE_latentt,0.49,10350,0.0012112808647328777,117,1 3 9 19 19 39 117,1.0,0.002098991918289189,60.0,-6.978072808664107
3,200.0,BAE,0.49,79200,0.00043312642762693976,163,9 25 101 49 97 99 101 151 151 155 159 161 161 163 163,1.0,0.0006666678935908776,163.0,-7.490348605920234
3,200.0,BIQAE,0.49,11400,0.0016099629101594681,155,1 3 9 19 41 155,1.0,0.0012049639810971235,79.0,-6.811821286389113
3,200.0,CABIQAE_latentt,0.49,12200,0.0017093834256385332,143,1 3 3 7 17 35 35 143,1.0,0.002700759621062615,73.0,-6.577098234292597
4,200.0,BAE,0.49,75250,0.0007010332556005583,161,17 29 57 41 99 45 47 101 101 45 47 45 45 47 101 159 161 155 161 155,1.0,0.0006975286625557353,161.0,-5.995970504011961
4,200.0,BIQAE,0.49,11700,5.707493719120382e-05,159,1 3 9 31 31 159,1.0,0.001179376349963679,81.0,-7.448876719884328
4,200.0,CABIQAE_latentt,0.49,13300,0.0006854662411827084,139,1 3 7 19 19 39 39 139,1.0,0.002441496648388719,71.0,-7.396671893871739
5,200.0,BAE,0.49,74800,0.001363998477370787,155,15 35 87 99 101 45 99 99 155 153 151 149 153 153 153,1.0,0.0007064528362274447,155.0,-4.679084841140089
5,200.0,BIQAE,0.49,13200,0.0002492253295895974,177,1 3 9 37 37 177,1.0,0.001055443406855816,90.0,-7.896221152253617
5,200.0,CABIQAE_latentt,0.49,9800,0.0017369257232402457,119,1 1 3 9 21 21 21 119,1.0,0.0023998424775658334,61.0,-5.992286957369365
6,200.0,BAE,0.49,76100,0.00015795467314372313,157,11 17 55 41 101 45 101 47 99 97 149 147 149 151 153 157 157,1.0,0.0006656924650166873,157.0,-5.291551436287796
6,200.0,BIQAE,0.49,13200,0.0005030157233459898,177,1 3 9 21 53 177,1.0,0.001040437169278513,90.0,-6.927104347392698
6,200.0,CABIQAE_latentt,0.49,10350,0.001510943267833742,135,1 3 11 11 23 23 135,1.0,0.002880939998966797,69.0,-6.344598950238091
7,200.0,BAE,0.49,79750,0.00027378421754686855,101,7 23 53 57 51 101 49 47 45 45 47 101 45 43 45 49 47 47 47 45 47 47 45 47 47 47 45 47 47 47 45 45 43 101,1.0,0.0008461451272673282,101.0,-6.107332134265109
7,200.0,BIQAE,0.49,9600,0.00015869986765926214,133,1 3 9 23 23 133,1.0,0.0014165137885704393,68.0,-7.9340963663622635
7,200.0,CABIQAE_latentt,0.49,8200,0.0010541394061993614,103,1 3 7 25 25 103,1.0,0.0026794193163455493,53.0,-6.3758675845595025
8,200.0,BAE,0.49,79800,0.00039750464942067687,159,9 43 51 99 99 101 101 145 157 157 157 159 159 157 159,1.0,0.0006597860921525589,159.0,-5.747062391917626
8,200.0,BIQAE,0.49,11700,0.0009385661909613319,159,1 3 7 19 45 159,1.0,0.0011656172680853116,81.0,-6.775478675981152
8,200.0,CABIQAE_latentt,0.49,10750,0.0009840656828485894,129,1 3 7 25 25 25 129,1.0,0.0025256780421456515,66.0,-6.563568143277195
9,200.0,BAE,0.49,74950,0.0003267022964995592,159,9 43 99 49 53 47 45 45 45 49 101 47 43 101 95 155 155 157 159 159,1.0,0.0007380674010284971,159.0,-6.702540957250284
9,200.0,BIQAE,0.49,14500,0.0008365372373222435,175,1 3 7 19 19 19 47 175,1.0,0.0010604658036619807,89.0,-7.118251445003114
9,200.0,CABIQAE_latentt,0.49,12400,0.0015803829897120814,141,1 3 11 23 23 23 23 141,1.0,0.0027109772682859523,72.0,-7.278485947250813
10,200.0,BAE,0.49,79400,0.0018049185544479762,79,17 29 79 63 49 57 49 51 53 55 53 53 51 51 51 49 51 49 47 49 47 49 47 49 49 49 47 49 49 49 47 49 47,0.0,0.0008067214338485784,79.0,-4.952499800896707
10,200.0,BIQAE,0.49,12550,0.00038965868506890544,165,1 1 3 11 35 35 165,1.0,0.0011297900604675948,84.0,-7.49117021832004
10,200.0,CABIQAE_latentt,0.49,11250,0.0028446073359895685,127,1 3 7 17 35 35 127,1.0,0.00227705729546937,65.0,-6.150477770225914
11,200.0,BAE,0.49,78050,0.0010376501872257915,101,15 7 11 81 53 55 55 51 53 49 49 53 49 43 45 43 99 99 45 101 43 45 45 45 47 45 47 45 45 47 49 45,1.0,0.0009177849919477232,101.0,-5.311372719888269
11,200.0,BIQAE,0.49,14250,0.00046270589764252357,201,1 1 3 9 35 35 201,1.0,0.0009289521532470923,102.0,-6.819296110866793
11,200.0,CABIQAE_latentt,0.49,6650,0.0046973777058068045,91,1 1 3 9 9 19 91,0.0,0.0013083727777710719,47.0,-5.346376026849347
12,200.0,BAE,0.49,73050,0.07239825930842825,177,5 33 99 79 99 73 99 99 177 173 175 173 175 173,0.0,0.0006184263331501794,177.0,-3.1056611605209823
12,200.0,BIQAE,0.49,11300,0.0016588621625621691,155,1 3 9 29 29 155,1.0,0.0012153439344924355,79.0,-7.678610102549914
12,200.0,CABIQAE_latentt,0.49,9450,0.0014006678072226997,109,1 1 3 9 9 19 19 19 109,1.0,0.0019396082017021088,56.0,-5.811714955269352
1,200.0,BAE,0.57,77550,0.0006873810176366568,91,5 35 69 91 91 91 91 89 91 91 91 89 91 91 89 89 91 89 85 89,1.0,0.0005640057413917043,91.0,-7.048282609638438
1,200.0,BIQAE,0.57,15400,0.0005609666042247774,221,1 1 1 3 3 17 61 221,1.0,0.0008374481101042219,112.0,-6.3782912417349245
1,200.0,CABIQAE_latentt,0.57,10050,0.0008744222650975964,113,1 1 3 3 3 7 23 47 113,1.0,0.00255334283791675,58.0,-7.639379399306514
2,200.0,BAE,0.57,78350,0.0005629009004504137,201,11 43 95 89 91 89 87 89 91 91 89 93 91 91 89 157 179 201,1.0,0.0005751509817414346,201.0,-6.7379436369674615
2,200.0,BIQAE,0.57,5000,0.0008908274287036111,67,1 1 1 3 3 3 21 67,1.0,0.0027470736431149945,35.0,-7.0948358518765815
2,200.0,CABIQAE_latentt,0.57,8550,0.0018438336388326704,65,1 1 3 3 3 7 23 65 65,1.0,0.0029082839987656373,34.0,-6.595402260709093
3,200.0,BAE,0.57,78950,0.0010494433971002248,95,11 21 91 87 89 89 91 89 91 91 95 91 89 91 91 93 95 91 91 91,1.0,0.0005720335603237592,95.0,-6.292059433264838
3,200.0,BIQAE,0.57,6950,0.0010128531260831242,97,1 3 3 3 7 25 97,1.0,0.0018749446864418928,50.0,-6.645348044798324
3,200.0,CABIQAE_latentt,0.57,7750,0.001372794891543072,87,1 1 3 3 17 43 87,1.0,0.002952349296155121,45.0,-6.3307195506017315
4,200.0,BAE,0.57,79850,0.00010456058968599802,223,9 35 91 91 89 89 93 89 91 91 89 179 179 179 201 223,1.0,0.0005710199870445631,223.0,-6.337150746667064
4,200.0,BIQAE,0.57,6300,0.0022907294552038104,87,1 3 3 7 25 87,1.0,0.0021191695877919026,45.0,-6.630633229629758
4,200.0,CABIQAE_latentt,0.57,7900,0.000301772378128895,91,1 1 1 3 3 15 43 91,1.0,0.002885474986193126,47.0,-6.654098042525259
5,200.0,BAE,0.57,72800,0.0001354780381795928,179,11 39 53 85 91 93 91 91 89 91 89 91 89 93 179 179 157,1.0,0.0006031079259625205,179.0,-6.2693712251690785
5,200.0,BIQAE,0.57,6550,0.0009240124679039674,89,1 1 3 3 7 27 89,1.0,0.0020797717894443513,46.0,-6.645666846629694
5,200.0,CABIQAE_latentt,0.57,8400,0.001269959128305187,65,1 1 3 3 7 23 65 65,1.0,0.00264926413410832,34.0,-7.113595031998949
6,200.0,BAE,0.57,77550,6.50603436593844e-05,93,9 19 87 89 89 89 89 89 91 89 93 89 91 89 89 91 89 89 89 91,1.0,0.0005755589882489032,93.0,-6.472054118214521
6,200.0,BIQAE,0.57,7550,0.00241276208460528,111,1 3 7 29 111,1.0,0.0016793649674891054,57.0,-6.1875728894301645
6,200.0,CABIQAE_latentt,0.57,8700,0.002839135381508595,67,1 3 9 27 67 67,1.0,0.0024121600035357793,35.0,-5.81262083794315
7,200.0,BAE,0.57,76450,0.0004911703939212142,93,5 29 61 91 87 89 89 89 89 89 89 89 89 91 89 93 89 89 91 89,1.0,0.0005548993725642548,93.0,-7.426418949472924
7,200.0,BIQAE,0.57,5800,0.00014904618004840664,85,1 3 3 3 21 85,1.0,0.002190720293386794,44.0,-7.813995202627652
7,200.0,CABIQAE_latentt,0.57,8750,0.0030883085059669746,69,1 1 3 7 25 69 69,1.0,0.002581244546799144,36.0,-5.95037071848918
8,200.0,BAE,0.57,78900,0.0004441826780633429,179,15 31 9 91 81 91 87 91 89 91 91 91 89 89 89 89 89 89 91 93 179,1.0,0.000584882553629984,179.0,-6.793379599803242
8,200.0,BIQAE,0.57,6650,0.0012830139720363398,93,1 1 3 3 7 25 93,1.0,0.0019869867916889605,48.0,-6.6929107890651185
8,200.0,CABIQAE_latentt,0.57,7750,0.002009654175541331,87,1 3 3 3 17 41 87,1.0,0.002740510292149667,45.0,-6.06903144902099
9,200.0,BAE,0.57,77550,0.00037841403435567855,91,5 25 85 89 91 91 91 89 89 91 91 87 89 89 89 89 89 89 91 89,1.0,0.00058152939427214,91.0,-7.79390997890863
9,200.0,BIQAE,0.57,6550,0.0012537437999929901,87,1 1 1 3 3 3 7 25 87,1.0,0.0021195628465867644,45.0,-7.104417809205558
9,200.0,CABIQAE_latentt,0.57,8050,0.0001029744675786759,91,1 3 3 3 19 41 91,1.0,0.0023017876847801766,47.0,-7.738085903152154
10,200.0,BAE,0.57,78150,3.883490094591657e-05,95,11 45 61 95 91 93 91 91 91 89 87 89 87 91 89 93 89 87 91 89,1.0,0.0005764118226938564,95.0,-6.568346087451415
10,200.0,BIQAE,0.57,6300,0.0007484538771318494,87,1 3 3 7 25 87,1.0,0.0021193299851153813,45.0,-7.102709483665812
10,200.0,CABIQAE_latentt,0.57,8850,0.0002456039446112612,67,1 3 3 9 27 67 67,1.0,0.002400384693353297,35.0,-7.070405444268565
11,200.0,BAE,0.57,79500,0.0007171247587303142,97,9 17 35 97 89 89 89 89 89 89 91 91 89 89 89 89 91 89 89 89 91,1.0,0.0005652203844126458,97.0,-6.090235015578998
11,200.0,BIQAE,0.57,7950,0.0001864973669276626,115,1 1 3 3 7 29 115,1.0,0.0016189381184312235,59.0,-7.223736900274643
11,200.0,CABIQAE_latentt,0.57,8100,0.0020748156813044094,63,1 3 7 25 63 63,1.0,0.0023650920702757428,33.0,-6.456461260877479
12,200.0,BAE,0.57,78250,0.00028027557634358047,97,9 37 97 91 93 89 87 89 89 91 91 89 91 89 89 93 69 89 91 89,1.0,0.0005781100270572104,97.0,-6.164203078386187
12,200.0,BIQAE,0.57,6850,0.001874659239944898,93,1 1 5 5 5 27 93,1.0,0.001980142940802343,48.0,-5.907182759153944
12,200.0,CABIQAE_latentt,0.57,8450,0.001984012161698412,67,1 1 5 5 23 67 67,1.0,0.002703399115509264,35.0,-6.686612160641733
1,200.0,BAE,0.58,71100,0.001159321778541944,195,11 43 71 97 97 97 95 173 175 193 193 175 195,1.0,0.0006258713018699735,195.0,-6.0551807195684795
1,200.0,BIQAE,0.58,14350,0.00036296296226268066,197,1 1 1 3 3 3 19 59 197,1.0,0.0009275297472920441,100.0,-7.67956563441673
1,200.0,CABIQAE_latentt,0.58,13300,6.533324988988731e-05,119,1 1 1 3 3 3 21 57 57 119,1.0,0.001980779614116468,61.0,-7.718401002597137
2,200.0,BAE,0.58,73850,0.0004259785222837653,235,11 39 25 31 99 99 97 97 177 155 195 235 215 235,1.0,0.0006237046245430866,235.0,-6.399266711962892
2,200.0,BIQAE,0.58,5500,0.002916178759610255,79,1 3 3 3 21 79,1.0,0.002353687582617392,41.0,-7.174787225726298
2,200.0,CABIQAE_latentt,0.58,10700,0.00165670808457552,77,1 1 3 3 15 37 77 77,1.0,0.0023045127983955527,40.0,-6.2307449737143585
3,200.0,BAE,0.58,73300,0.0009231451846137828,255,11 43 51 97 99 79 99 99 197 255 217 217 217,1.0,0.000672741777278163,255.0,-6.56033887781293
3,200.0,BIQAE,0.58,5700,0.0022298117812379337,77,1 3 3 7 23 77,1.0,0.00237367949254097,40.0,-6.365874450847938
3,200.0,CABIQAE_latentt,0.58,10950,0.0011531615524444927,79,1 1 1 3 3 15 37 79 79,1.0,0.0020384783406762197,41.0,-6.292955168549702
