rep,algorithm,a_true,final_queries,final_nRMSE,K_max,K_sequence,coverage,radius,max_depth
4,BIQAE,0.28552318147718975,10775,0.0009882685625988152,551,1 1 1 1 1 1 1 1 1 1 1 1 1 3 3 3 3 3 9 9 9 9 9 23 23 23 51 51 107 107 107 107 233 233 233 233 551,1.0,0.0007052922029580355,277.0
4,CABIQAE_latentt,0.28552318147718975,15230,0.38634266696394903,85,1 1 1 1 1 3 3 3 3 3 3 3 9 19 19 19 19 19 41 41 41 41 41 41 41 41 41 41 41 85 85 85 85 85 85 85 85 85 85 85 85 85 85 85 85 85 85 85 85 85 85 85 85 85 85 85 85 85,0.0,0.0009645844540445148,44.0
5,BAE,0.33718735257277777,9915,0.004041951390621135,95,15 21 27 29 65 69 67 85 77 85 67 67 67 77 77 95 95 77 95 87 95 85 85 95 77 95 87 95,1.0,0.0024298887905457867,95.0
5,BIQAE,0.33718735257277777,9225,0.0013425591589012464,367,1 1 1 1 1 1 3 3 3 3 3 3 3 3 3 3 3 11 11 11 11 29 29 29 29 67 67 67 67 161 161 161 161 367 367,1.0,0.0009166401573353078,185.0
5,CABIQAE_latentt,0.33718735257277777,10160,0.0020375169180609776,83,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 7 7 7 7 19 19 19 19 19 39 39 39 39 39 39 39 39 83 83 83 83 83 83 83 83 83 83 83 83 83 83 83 83 83 83 83,1.0,0.0009754692485597349,43.0
6,BAE,0.15628210966997852,9760,0.011035204515651653,87,13 5 7 15 25 41 27 53 79 79 79 79 83 87 27 45 79 75 59 71 63 71 75 75 79 79 79 79 71 79 79 75 75,1.0,0.0019070042632987338,87.0
6,BIQAE,0.15628210966997852,6550,0.0005082727617733429,269,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 5 5 5 5 5 5 5 13 13 13 13 29 29 59 59 121 121 121 121 269 269,1.0,0.0009528147516757735,136.0
6,CABIQAE_latentt,0.15628210966997852,15835,0.007000138761360519,37,1 1 1 1 1 1 1 1 1 1 1 1 1 3 3 3 3 3 3 3 3 3 7 7 7 7 7 7 17 17 17 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37,0.0,0.0009970753404032473,20.0
7,BAE,0.26758966392750655,9775,0.006020165474873274,97,9 11 19 23 37 37 57 37 69 57 77 83 89 83 83 77 83 83 83 83 77 71 77 97 97 97 97 71 71 97,1.0,0.0023183504995358817,97.0
7,BIQAE,0.26758966392750655,7795,0.000614238044196358,441,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 7 7 7 7 7 7 7 19 19 39 39 39 39 91 91 91 189 189 189 441,1.0,0.0009197914464319223,222.0
7,CABIQAE_latentt,0.26758966392750655,16395,0.0002031439699443638,71,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 7 7 7 15 15 15 15 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 71 71 71 71 71 71 71 71 71 71 71 71 71 71 71 71 71 71 71 71 71 71 71 71 71 71 71 71 71 71 71 71 71 71,1.0,0.0009876088955712015,37.0
8,BAE,0.3366805359040037,9760,0.002070590083420032,101,13 5 17 35 39 57 55 15 47 81 29 73 65 73 83 73 101 83 93 93 93 93 93 65 93 75 45 85 85 75 75,1.0,0.0024423782291806972,101.0
8,BIQAE,0.3366805359040037,9400,0.0019277278021745392,275,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 3 3 3 3 3 9 9 9 19 19 19 19 19 55 55 55 113 113 113 113 275 275 275 275,1.0,0.0009683829137297206,139.0
8,CABIQAE_latentt,0.3366805359040037,18740,0.0025164170463143343,47,1 1 1 1 1 1 1 1 1 1 1 1 3 3 3 3 3 3 9 9 9 9 21 21 21 47 47 47 47 47 47 47 47 47 47 47 47 47 47 47 47 47 47 47 47 47 47 47 47 47 47 47 47 47 47 47 47 47 47 47 47 47 47 47 47 47 47 47 47 47 47 47 47 47 47 47 47 47 47 47 47 47 47 47 47 47 47 47 47 47 47 47 47 47 47 47 47 47 47 47 47 47,1.0,0.0009935732220247573,25.0
9,BAE,0.9176713206605386,9580,0.0003456065420819332,95,7 21 17 33 23 11 49 61 67 57 67 73 79 95 95 79 95 95 79 79 95 89 89 95 89 89 79 89 89,1.0,0.0014907692591846766,95.0
9,BIQAE,0.9176713206605386,5750,0.0003851792320106462,181,1 1 1 1 1 1 1 1 1 1 1 1 1 1 3 3 3 3 7 7 7 7 7 7 15 15 15 15 41 41 41 89 89 89 89 181 181 181,1.0,0.0009220393925349346,92.0
9,CABIQAE_latentt,0.9176713206605386,10685,0.0002937343423059513,41,1 1 1 1 1 3 3 3 3 3 7 7 7 7 7 19 19 19 19 19 19 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41,1.0,0.0009869932649520519,22.0
10,BAE,0.28728482384758436,9750,0.011008994789626136,95,7 17 19 5 35 37 43 59 45 59 73 73 81 73 87 65 73 73 73 51 87 87 81 95 95 87 95 95 87 73 87,0.0,0.0023860925870114458,95.0
10,BIQAE,0.28728482384758436,8315,0.0005797798810743826,413,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 7 7 7 15 15 15 15 35 35 35 77 77 77 157 157 157 157 157 413,1.0,0.0009257751018350024,208.0
10,CABIQAE_latentt,0.28728482384758436,18270,0.0025857187252658065,79,1 1 1 1 1 1 1 1 1 1 5 5 5 5 5 5 15 15 15 15 15 15 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 79 79 79 79 79 79 79 79 79 79 79 79 79 79 79 79 79 79 79 79 79 79 79 79 79 79,1.0,0.0009902919591411596,41.0
