rep,algorithm,a_true,final_queries,final_nRMSE,K_max,K_sequence,coverage,radius,max_depth
4,BIQAE,0.28552318147718975,8400,0.003655868841217602,287,1 1 1 1 1 1 1 1 1 1 1 3 3 3 3 3 3 3 3 9 9 9 9 9 9 9 23 23 23 23 59 59 59 59 131 131 131 287 287 287,0.0,0.0009172930245056055,145.0
4,CABIQAE_latentt,0.28552318147718975,3985,0.08570451007422131,5,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5,0.0,0.0009958165497265803,4.0
5,BAE,0.33718735257277777,9960,0.06041195025599322,19,3 3 3 13 9 9 9 3 3 5 3 11 5 5 13 5 5 5 3 3 3 9 3 3 9 11 11 11 3 11 9 9 3 3 3 13 3 13 11 9 3 13 9 9 9 3 9 3 9 11 9 7 7 11 3 3 9 7 7 9 3 9 9 9 9 3 11 9 9 9 3 9 9 9 9 13 3 9 9 9 9 9 7 9 9 9 9 9 3 3 9 11 9 9 3 9 3 9 9 19 9 9 3 9 9 9 3 9 11 9 9 9 9 19 7 9 11 9 9 9 3 9 11 11 7 9 9 13 9 9 3 9 9 9 11 3 9 11 9 9 9 9 3 9 3 9 3 11 3 11 3 9 3 9 3 11 11 11 11 9 7 11 9 11 11 11 11 3 9 11 9 9 9 7 3 9 9 3 9 3 3 3 9 3 3 9 11 9 9 13 9 9 9 9 11 3 9 9 9 9 9 3 9 9 9 3 7 3 9 9 9 9 13 3 11 7 3 3 11 3 9 9 9 9 9 3 11 3 9 3 11 9 3 9 11 3 3 9 9 3 9 9 9 9 3 9 9 3 9 15 11 3 9 9 9,1.0,0.023444382569067168,19.0
5,BIQAE,0.33718735257277777,10350,0.05566923579493688,377,1 1 1 1 1 1 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 15 15 15 35 35 35 77 77 77 175 175 175 175 175 377 377,0.0,0.0008644680966769513,190.0
5,CABIQAE_latentt,0.33718735257277777,2930,0.164783738528248,1,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,0.0,0.0009964126135433848,2.0
6,BAE,0.15628210966997852,9980,0.013923604036571446,17,5 3 9 5 9 5 7 5 5 7 3 3 3 5 5 5 5 5 5 5 3 5 5 5 5 5 3 7 3 7 5 7 3 5 5 11 5 7 9 9 5 5 5 5 5 5 5 3 9 5 5 5 9 5 5 5 9 5 3 5 5 9 5 9 5 9 9 5 5 9 5 5 7 5 5 9 5 5 5 5 5 5 5 5 5 5 5 3 5 5 5 9 5 5 5 5 5 5 5 5 5 5 5 5 17 7 5 5 7 5 7 5 5 5 7 5 11 7 5 3 3 5 3 13 5 7 7 5 5 5 3 5 3 5 5 5 5 5 5 5 5 5 5 9 5 5 5 3 5 3 3 5 5 5 3 7 5 5 5 9 5 5 5 5 9 5 5 5 9 5 9 5 5 5 9 5 5 5 7 5 5 5 5 5 5 5 5 13 5 5 9 5 5 5 5 9 9 3 9 5 5 9 9 13 5 3 9 5 5 5 5 17 5 9 5 5 5 5 5 5 9 5 5 5 5 5 9 5 5 5 5 5 9 5 5 5 5 3 9 3 5 5 5 5 5 5 9 11 3 9 5 5 5 9 5 5 3 5 5 3 13 9 9 9 5 5 5 9 13 3 5 5 9 5 5 5 5 5 5 3 5 5 5 7 9 5 5 5 13 3 5 5 9 5 9 9 9 5 5 5 5 9 5 9 9 5 9 5 9 5 5 5 5 9 5 9 9 5 5 13 5 9 5 5 9 5 3 9 3 5 5 5 9 5 5 5 5,1.0,0.012774463148395254,17.0
6,BIQAE,0.15628210966997852,9425,0.17178826310386341,485,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 5 5 5 5 5 5 15 15 15 15 37 37 37 83 83 83 83 211 211 211 211 485,0.0,0.0006994656592470977,244.0
6,CABIQAE_latentt,0.15628210966997852,4400,0.08327331104981339,3,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3,0.0,0.0009950031454294267,3.0
7,BAE,0.26758966392750655,9965,0.03392744160297467,15,7 7 7 5 3 7 7 7 7 7 7 9 7 7 7 7 7 9 7 9 7 7 9 11 7 7 9 7 7 11 7 3 9 9 7 7 9 9 7 7 7 7 7 9 7 7 7 7 7 13 9 7 7 7 7 5 7 7 5 7 7 7 9 7 7 9 13 5 5 7 5 5 7 7 13 7 7 7 5 5 7 7 7 5 13 5 5 5 7 7 7 5 5 5 5 7 13 7 9 9 7 7 9 7 7 13 7 7 5 7 7 15 7 7 7 13 7 9 7 7 5 7 7 7 7 7 7 5 13 9 7 7 7 9 5 7 7 9 7 5 7 7 5 7 7 7 5 7 9 9 9 5 7 7 7 7 7 7 7 5 5 7 5 7 7 7 7 7 5 7 7 7 7 3 7 7 7 7 7 5 9 5 7 7 7 5 7 7 9 7 7 7 7 5 13 5 5 7 7 5 9 7 7 7 7 7 7 13 9 7 7 5 7 7 7 7 7 7 5 5 5 5 13 5 7 9 7 13 7 5 7 7 13 13 5 5 7 7 9 7 7 7 7 7 9 7 9 7 5 7 7 5 7 3 13 7 5 5 7 5 7 7 7 13 7 13 7 7 7 9 7 5 5 7,1.0,0.014894766604707288,15.0
7,BIQAE,0.26758966392750655,9055,0.17231579486505422,295,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 3 3 3 3 3 3 3 3 11 11 11 11 25 25 25 57 57 57 57 133 133 133 133 295 295 295,0.0,0.0009619575461363439,149.0
7,CABIQAE_latentt,0.26758966392750655,3500,0.026822477027533043,1,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,0.0,0.0009986298995306453,2.0
8,BAE,0.3366805359040037,9960,0.002736139095452561,17,5 5 5 7 7 7 9 11 7 7 7 7 7 7 7 9 7 7 9 9 7 3 7 7 7 7 7 7 15 5 5 7 9 7 7 9 9 3 9 9 7 7 9 7 7 7 7 7 7 7 7 7 9 7 7 7 9 9 7 7 3 7 9 7 7 3 9 5 7 7 7 7 9 7 7 7 7 11 9 7 7 7 7 7 7 9 17 9 9 9 9 9 9 9 7 9 9 9 9 7 9 9 9 11 9 9 9 7 9 9 9 7 7 9 9 7 9 7 9 7 7 9 9 7 7 7 7 9 3 7 3 9 9 7 9 7 11 9 9 9 9 9 9 9 9 9 3 9 7 9 7 9 9 9 9 9 9 9 7 7 7 9 7 9 7 9 7 9 9 7 9 7 9 9 9 7 9 9 11 9 3 9 9 9 9 9 7 9 9 11 9 9 9 9 7 9 9 9 9 9 9 9 9 9 9 9 7 7 9 9 11 3 11 11 9 9 11 9 11 7 9 11 9 9 7 11 9 7 9 9 9 9 7 9 7 9 9 9 9 9 7 7 9 9 9,1.0,0.020614304764440983,17.0
8,BIQAE,0.3366805359040037,10745,0.00014284114037343976,547,1 1 1 1 1 1 1 1 1 1 1 1 3 3 3 3 3 3 3 11 11 11 11 11 11 11 29 29 29 59 59 123 123 123 123 265 265 265 547,1.0,0.0007400209300265637,275.0
8,CABIQAE_latentt,0.3366805359040037,7690,0.0018776679541745445,7,1 1 1 1 1 1 1 1 1 1 1 1 1 1 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7,1.0,0.000995870570361157,5.0
