a_true,abs_error,algorithm,algorithm_key,amplification_factor,budget,estimate,grover_power,normalized_abs_error,query_budget_actual,repetition,replay_probability_extrapolated,replay_probability_source,run_kind,runtime_wall_seconds
0.3602728053304129,0.017701483641064775,BIQAE,biqae,3,2048,0.37797428897147767,1,0.04913355484833338,1024.0,55,True,measured,hardware_replay,0.027362360604897593
0.3602728053304129,0.017701483641064775,BIQAE,biqae,3,4096,0.37797428897147767,1,0.04913355484833338,1024.0,55,True,measured,hardware_replay,0.027362360604897593
0.3602728053304129,0.0076175009955746775,BIQAE,biqae,25,8192,0.36789030632598757,12,0.021143702446784807,7424.0,55,True,measured,hardware_replay,0.19837711438550754
0.3602728053304129,0.0076175009955746775,BIQAE,biqae,25,16384,0.36789030632598757,12,0.021143702446784807,7424.0,55,True,measured,hardware_replay,0.19837711438550754
0.3602728053304129,0.0076175009955746775,BIQAE,biqae,25,32768,0.36789030632598757,12,0.021143702446784807,7424.0,55,True,measured,hardware_replay,0.19837711438550754
0.3602728053304129,0.0076175009955746775,BIQAE,biqae,25,65536,0.36789030632598757,12,0.021143702446784807,7424.0,55,True,measured,hardware_replay,0.19837711438550754
0.3602728053304129,0.0025797818953082197,BAE,bae,1,256,0.3628525872257211,0,0.007160634544542583,256.0,55,True,measured,hardware_replay,0.11922490232778582
0.3602728053304129,0.0025797818953082197,BAE,bae,1,512,0.3628525872257211,0,0.007160634544542583,256.0,55,True,measured,hardware_replay,0.11922490232778582
0.3602728053304129,0.0025797818953082197,BAE,bae,1,1024,0.3628525872257211,0,0.007160634544542583,256.0,55,True,measured,hardware_replay,0.11922490232778582
0.3602728053304129,0.0025797818953082197,BAE,bae,1,2048,0.3628525872257211,0,0.007160634544542583,256.0,55,True,measured,hardware_replay,0.11922490232778582
0.3602728053304129,0.00024855589709743553,BAE,bae,11,4096,0.36052136122751033,5,0.0006899102386300856,3072.0,55,True,measured,hardware_replay,1.4306988279334298
0.3602728053304129,0.00024855589709743553,BAE,bae,11,8192,0.36052136122751033,5,0.0006899102386300856,3072.0,55,True,measured,hardware_replay,1.4306988279334298
0.3602728053304129,0.002017319149040686,BAE,bae,45,16384,0.3582554861813722,22,0.0055994211031014825,14592.0,55,True,measured,hardware_replay,6.795819432683791
0.3602728053304129,0.0018532549888298777,BAE,bae,33,32768,0.358419550341583,16,0.005144032414909094,31488.0,55,True,measured,hardware_replay,14.664662986317655
0.3602728053304129,0.0010173217833671089,BAE,bae,33,65536,0.3592554835470458,16,0.0028237540228275185,61952.0,55,True,measured,hardware_replay,28.852426363324167
0.3602728053304129,0.049227768828364826,CABIQAE,cabiqae_latentt,1,256,0.4095005741587777,0,0.13664025732726934,256.0,54,True,measured,hardware_replay,0.006839197718612708
0.3602728053304129,0.049227768828364826,CABIQAE,cabiqae_latentt,1,512,0.4095005741587777,0,0.13664025732726934,256.0,54,True,measured,hardware_replay,0.006839197718612708
0.3602728053304129,0.008758925189222777,CABIQAE,cabiqae_latentt,3,1024,0.3515138801411901,1,0.024311924351852768,1024.0,54,True,measured,hardware_replay,0.027356790874450834
0.3602728053304129,0.008758925189222777,CABIQAE,cabiqae_latentt,3,2048,0.3515138801411901,1,0.024311924351852768,1024.0,54,True,measured,hardware_replay,0.027356790874450834
0.3602728053304129,0.0031572750227962243,CABIQAE,cabiqae_latentt,11,4096,0.35711553030761667,5,0.008763567430243946,3840.0,54,True,measured,hardware_replay,0.10258796577919062
0.3602728053304129,0.0026691838097926968,CABIQAE,cabiqae_latentt,11,8192,0.3576036215206202,5,0.0074087851492003086,6656.0,54,True,measured,hardware_replay,0.1778191406839304
0.3602728053304129,0.0022094587650985376,CABIQAE,cabiqae_latentt,11,16384,0.35806334656531436,5,0.006132738115140836,15104.0,54,True,measured,hardware_replay,0.4035126653981498
0.3602728053304129,0.00149416726798568,CABIQAE,cabiqae_latentt,11,32768,0.3587786380624272,5,0.004147321823570201,32000.0,54,True,measured,hardware_replay,0.8548997148265886
0.3602728053304129,0.00039463565796410416,CABIQAE,cabiqae_latentt,23,65536,0.3598781696724488,11,0.001095380090101934,61440.0,54,True,measured,hardware_replay,1.6414074524670499
0.3602728053304129,0.0059792569086750125,BIQAE,biqae,1,256,0.3542935484217379,0,0.016596470286430097,256.0,54,True,measured,hardware_replay,0.00664128723442026
0.3602728053304129,0.0059792569086750125,BIQAE,biqae,1,512,0.3542935484217379,0,0.016596470286430097,256.0,54,True,measured,hardware_replay,0.00664128723442026
0.3602728053304129,0.02235820204059702,BIQAE,biqae,3,1024,0.3826310073710099,1,0.062059088862096864,1024.0,54,True,measured,hardware_replay,0.02656514893768104
0.3602728053304129,0.02235820204059702,BIQAE,biqae,3,2048,0.3826310073710099,1,0.062059088862096864,1024.0,54,True,measured,hardware_replay,0.02656514893768104
0.3602728053304129,0.02235820204059702,BIQAE,biqae,3,4096,0.3826310073710099,1,0.062059088862096864,1024.0,54,True,measured,hardware_replay,0.02656514893768104
0.3602728053304129,0.01589935221972455,BIQAE,biqae,27,8192,0.37617215755013744,13,0.04413142481054866,7936.0,54,True,measured,hardware_replay,0.2058799042670281
0.3602728053304129,0.01589935221972455,BIQAE,biqae,27,16384,0.37617215755013744,13,0.04413142481054866,7936.0,54,True,measured,hardware_replay,0.2058799042670281
0.3602728053304129,0.01589935221972455,BIQAE,biqae,27,32768,0.37617215755013744,13,0.04413142481054866,7936.0,54,True,measured,hardware_replay,0.2058799042670281
0.3602728053304129,0.01589935221972455,BIQAE,biqae,27,65536,0.37617215755013744,13,0.04413142481054866,7936.0,54,True,measured,hardware_replay,0.2058799042670281
0.3602728053304129,0.004213392206151634,BAE,bae,1,256,0.35605941312426126,0,0.011695004851358274,256.0,54,True,measured,hardware_replay,0.12455431107895516
0.3602728053304129,0.004213392206151634,BAE,bae,1,512,0.35605941312426126,0,0.011695004851358274,256.0,54,True,measured,hardware_replay,0.12455431107895516
0.3602728053304129,0.004213392206151634,BAE,bae,1,1024,0.35605941312426126,0,0.011695004851358274,256.0,54,True,measured,hardware_replay,0.12455431107895516
0.3602728053304129,0.004213392206151634,BAE,bae,1,2048,0.35605941312426126,0,0.011695004851358274,256.0,54,True,measured,hardware_replay,0.12455431107895516
0.3602728053304129,0.003589615977273586,BAE,bae,11,4096,0.3638624213076865,5,0.009963605146332048,3072.0,54,True,measured,hardware_replay,1.494651732947462
0.3602728053304129,0.003589615977273586,BAE,bae,11,8192,0.3638624213076865,5,0.009963605146332048,3072.0,54,True,measured,hardware_replay,1.494651732947462
0.3602728053304129,0.0001688204838093399,BAE,bae,45,16384,0.36044162581422223,22,0.00046859069380635456,14592.0,54,True,measured,hardware_replay,7.099595731500445
0.3602728053304129,0.001366199248369726,BAE,bae,33,32768,0.35890660608204317,16,0.00379212426848804,23040.0,54,True,measured,hardware_replay,11.209887997105966
0.3602728053304129,0.000383944669515357,BAE,bae,43,65536,0.36065674999992825,21,0.0010657053872363033,61952.0,54,True,measured,hardware_replay,30.142143281107153
0.3602728053304129,0.05701079129782577,CABIQAE,cabiqae_latentt,1,256,0.3032620140325871,0,0.15824339349049704,256.0,53,True,measured,hardware_replay,0.00764622616550253
0.3602728053304129,0.05701079129782577,CABIQAE,cabiqae_latentt,1,512,0.3032620140325871,0,0.15824339349049704,256.0,53,True,measured,hardware_replay,0.00764622616550253
0.3602728053304129,0.05701079129782577,CABIQAE,cabiqae_latentt,1,1024,0.3032620140325871,0,0.15824339349049704,256.0,53,True,measured,hardware_replay,0.00764622616550253
0.3602728053304129,0.008606060868956156,CABIQAE,cabiqae_latentt,7,2048,0.35166674446145674,3,0.02388762277259139,2048.0,53,True,measured,hardware_replay,0.06116980932402024
0.3602728053304129,0.008606060868956156,CABIQAE,cabiqae_latentt,7,4096,0.35166674446145674,3,0.02388762277259139,2048.0,53,True,measured,hardware_replay,0.06116980932402024
0.3602728053304129,0.0024925070238799862,CABIQAE,cabiqae_latentt,21,8192,0.3577802983065329,10,0.0069183879188274055,7424.0,53,True,measured,hardware_replay,0.22174055879957338
