profile,phase,repetition,scenario_id,algorithm,algorithm_key,epsilon_target,objective_ry_offset,a_true,final_estimate,abs_error,rel_error,num_queries,elapsed_runtime_seconds,confidence_interval,max_queries_bae_target,n_shots,bae_kind,noise_profile
realistic,iterative,0,2,CABIQAE_latentt,cabiqae_latentt,0.01,0.6,0.6423672082866361,0.6418768521002269,0.0004903561864091355,0.0007633580607532033,7552,1.2826632999931462,"(0.63265216099088, 0.651101543209574)",nan,,hardware,realistic
realistic,iterative,1,2,CABIQAE_latentt,cabiqae_latentt,0.0001,0.6,0.6423672082866361,0.640642804257051,0.0017244040295850693,0.002684452144100744,530432,98.19606340001337,"(0.6405429012084952, 0.6407427073056068)",nan,,hardware,realistic
realistic,iterative,1,2,CABIQAE_latentt,cabiqae_latentt,0.001,0.6,0.6423672082866361,0.6413082748312815,0.0010589334553545715,0.0016484861644463892,137472,22.15924979999545,"(0.6403114468300302, 0.642305102832533)",nan,,hardware,realistic
realistic,iterative,1,2,CABIQAE_latentt,cabiqae_latentt,0.0025,0.6,0.6423672082866361,0.6398612704013695,0.0025059378852665404,0.00390109870637784,51200,8.183412199985469,"(0.637391758491766, 0.642330782310973)",nan,,hardware,realistic
realistic,iterative,1,2,CABIQAE_latentt,cabiqae_latentt,0.005,0.6,0.6423672082866361,0.6467348109731785,0.00436760268654246,0.0067992304560377794,29184,4.496568199974718,"(0.6418760963252743, 0.6515935256210827)",nan,,hardware,realistic
realistic,iterative,1,2,CABIQAE_latentt,cabiqae_latentt,0.0075,0.6,0.6423672082866361,0.6424645585236088,9.735023697277079e-05,0.00015154920070162007,10368,1.691935899987584,"(0.635335456023761, 0.6495936610234566)",nan,,hardware,realistic
realistic,iterative,1,2,CABIQAE_latentt,cabiqae_latentt,0.01,0.6,0.6423672082866361,0.6419485617732075,0.00041864651342859993,0.0006517246024205398,6528,1.0651734999846667,"(0.6325087887759769, 0.6513883347704379)",nan,,hardware,realistic
realistic,iterative,2,2,CABIQAE_latentt,cabiqae_latentt,0.0001,0.6,0.6423672082866361,0.6422734776361818,9.37306504542601e-05,0.0001459144384164077,712448,131.55714429999352,"(0.6421735836532406, 0.642373371619123)",nan,,hardware,realistic
realistic,iterative,2,2,CABIQAE_latentt,cabiqae_latentt,0.001,0.6,0.6423672082866361,0.6438078608075699,0.0014406525209338383,0.00224272425856924,203904,28.890219099994283,"(0.6428113973711146, 0.6448043242440252)",nan,,hardware,realistic
realistic,iterative,2,2,CABIQAE_latentt,cabiqae_latentt,0.0025,0.6,0.6423672082866361,0.642207782146056,0.00015942614058006566,0.0002481853658210504,43008,6.8215326000063214,"(0.6397175118702348, 0.6446980524218772)",nan,,hardware,realistic
realistic,iterative,2,2,CABIQAE_latentt,cabiqae_latentt,0.005,0.6,0.6423672082866361,0.6439618330927881,0.001594624806152023,0.002482419378793184,19968,3.2926670000015292,"(0.6390528868076861, 0.6488707793778901)",nan,,hardware,realistic
