profile,scenario_id,objective_ry_offset,a_true,rep,budget,algorithm,estimate,abs_error,nrmse,k_max_budget,time_to_budget_seconds
realistic,4,-0.26749771541378475,0.06037567338876554,4,525,CABIQAE_latentt,0.04474892217394344,0.0156267512148221,0.25882529067957133,3,0.015996680014789925
realistic,4,-0.26749771541378475,0.06037567338876554,4,917,BAE,0.41951471717342026,0.3591390437846547,5.948406429724092,13,0.47663116385279397
realistic,4,-0.26749771541378475,0.06037567338876554,4,917,BIQAE,0.05346016379288835,0.006915509595877188,0.11454132447264759,3,0.02790523780294537
realistic,4,-0.26749771541378475,0.06037567338876554,4,917,CABIQAE_latentt,0.04474892217394344,0.0156267512148221,0.25882529067957133,3,0.027940867759166405
realistic,4,-0.26749771541378475,0.06037567338876554,4,1604,BAE,0.41951471717342026,0.3591390437846547,5.948406429724092,13,0.8337147075462177
realistic,4,-0.26749771541378475,0.06037567338876554,4,1604,BIQAE,0.05455931680705717,0.005816356581708371,0.09633609457663879,11,0.04881134289631883
realistic,4,-0.26749771541378475,0.06037567338876554,4,1604,CABIQAE_latentt,0.05800153146150187,0.002374141927263665,0.03932282315058097,11,0.04887366617852008
realistic,4,-0.26749771541378475,0.06037567338876554,4,2805,BAE,0.14833286450862188,0.08795719111985634,1.4568316373631214,25,1.457961193682756
realistic,4,-0.26749771541378475,0.06037567338876554,4,2805,BIQAE,0.05455931680705717,0.005816356581708371,0.09633609457663879,11,0.08535898804499646
realistic,4,-0.26749771541378475,0.06037567338876554,4,2805,CABIQAE_latentt,0.05800153146150187,0.002374141927263665,0.03932282315058097,11,0.08546797607902046
realistic,4,-0.26749771541378475,0.06037567338876554,4,4905,BAE,0.06488051689774874,0.004504843508983197,0.07461355304438626,25,2.5494829429639636
realistic,4,-0.26749771541378475,0.06037567338876554,4,4905,BIQAE,0.05903699867222597,0.0013386747165395688,0.0221724188137778,43,0.14926411278456603
realistic,4,-0.26749771541378475,0.06037567338876554,4,4905,CABIQAE_latentt,0.05949841895420031,0.000877254434565225,0.014529932095605595,29,0.14945469613818016
realistic,4,-0.26749771541378475,0.06037567338876554,5,300,BIQAE,0.06526780340362719,0.004892130014861648,0.08102816482659647,3,0.009174197591777278
realistic,4,-0.26749771541378475,0.06037567338876554,5,300,CABIQAE_latentt,0.11499524718769569,0.05461957379893015,0.9046619397058938,1,0.015079636278404574
realistic,4,-0.26749771541378475,0.06037567338876554,5,525,BIQAE,0.06526780340362719,0.004892130014861648,0.08102816482659647,3,0.016054845785610238
realistic,4,-0.26749771541378475,0.06037567338876554,5,525,CABIQAE_latentt,0.07051902480978503,0.010143351421019492,0.1680039468165489,3,0.026389363487208006
realistic,4,-0.26749771541378475,0.06037567338876554,5,917,BIQAE,0.05302501351141584,0.007350659877349695,0.12174870216383336,9,0.028042463972199214
realistic,4,-0.26749771541378475,0.06037567338876554,5,917,CABIQAE_latentt,0.07051902480978503,0.010143351421019492,0.1680039468165489,3,0.046093421557656646
realistic,4,-0.26749771541378475,0.06037567338876554,5,1604,BIQAE,0.05302501351141584,0.007350659877349695,0.12174870216383336,9,0.049051376457369185
realistic,4,-0.26749771541378475,0.06037567338876554,5,1604,CABIQAE_latentt,0.05832250531647884,0.0020531680722866985,0.03400654530287597,15,0.08062578863520313
realistic,4,-0.26749771541378475,0.06037567338876554,5,2805,BIQAE,0.05302501351141584,0.007350659877349695,0.12174870216383336,9,0.08577874748311756
realistic,4,-0.26749771541378475,0.06037567338876554,5,2805,CABIQAE_latentt,0.05832250531647884,0.0020531680722866985,0.03400654530287597,15,0.14099459920308277
realistic,4,-0.26749771541378475,0.06037567338876554,6,300,BIQAE,0.10384300036818109,0.04346732697941555,0.7199476964757758,1,0.00869001810586696
realistic,4,-0.26749771541378475,0.06037567338876554,6,300,CABIQAE_latentt,0.07022598781806555,0.009850314429300011,0.16315038618075137,3,0.016333847343794616
realistic,4,-0.26749771541378475,0.06037567338876554,6,525,BIQAE,0.06871051816601877,0.008334844777253228,0.13804971952170628,3,0.015207531685267181
realistic,4,-0.26749771541378475,0.06037567338876554,6,525,CABIQAE_latentt,0.07022598781806555,0.009850314429300011,0.16315038618075137,3,0.02858423285164058
realistic,4,-0.26749771541378475,0.06037567338876554,6,917,BIQAE,0.05830157568274735,0.0020740977060181853,0.03435320203656934,9,0.02656248867693334
realistic,4,-0.26749771541378475,0.06037567338876554,6,917,CABIQAE_latentt,0.06573544108670011,0.005359767697934573,0.08877363012454444,9,0.049927126714198876
realistic,4,-0.26749771541378475,0.06037567338876554,6,1604,BIQAE,0.05830157568274735,0.0020740977060181853,0.03435320203656934,9,0.04646263013936868
realistic,4,-0.26749771541378475,0.06037567338876554,6,1604,CABIQAE_latentt,0.06573544108670011,0.005359767697934573,0.08877363012454444,9,0.08733163713148855
realistic,4,-0.26749771541378475,0.06037567338876554,7,300,BIQAE,0.05219720259767238,0.008178470791093156,0.13545970308987018,3,0.007559041041142766
realistic,4,-0.26749771541378475,0.06037567338876554,7,300,CABIQAE_latentt,0.06776098563938532,0.00738531225061978,0.12232264811466284,3,0.010599738582940707
realistic,4,-0.26749771541378475,0.06037567338876554,7,525,BIQAE,0.05219720259767238,0.008178470791093156,0.13545970308987018,3,0.013228321821999841
realistic,4,-0.26749771541378475,0.06037567338876554,7,525,CABIQAE_latentt,0.06776098563938532,0.00738531225061978,0.12232264811466284,3,0.018549542520146237
realistic,4,-0.26749771541378475,0.06037567338876554,7,917,BIQAE,0.05219720259767238,0.008178470791093156,0.13545970308987018,3,0.023105468782426385
realistic,4,-0.26749771541378475,0.06037567338876554,7,917,CABIQAE_latentt,0.061550816268611225,0.0011751428798456864,0.019463847173659055,9,0.032399867601855425
realistic,4,-0.26749771541378475,0.06037567338876554,7,1604,BIQAE,0.05951304187130793,0.0008626315174576071,0.014287733271362934,11,0.040415672766643325
realistic,4,-0.26749771541378475,0.06037567338876554,7,1604,CABIQAE_latentt,0.061550816268611225,0.0011751428798456864,0.019463847173659055,9,0.056673268956789646
realistic,4,-0.26749771541378475,0.06037567338876554,7,2805,BIQAE,0.05951304187130793,0.0008626315174576071,0.014287733271362934,11,0.07067703373468485
realistic,4,-0.26749771541378475,0.06037567338876554,7,2805,CABIQAE_latentt,0.061668809288280405,0.0012931358995148662,0.021418161105851742,29,0.0991075557504956
realistic,4,-0.26749771541378475,0.06037567338876554,7,4905,BAE,0.47585586565413807,0.4154801922653725,6.881582745919045,59,2.298951504426543
realistic,4,-0.26749771541378475,0.06037567338876554,7,4905,BIQAE,0.06068043909235813,0.0003047657035925924,0.005047822847956873,41,0.1235903210226842
realistic,4,-0.26749771541378475,0.06037567338876554,7,4905,CABIQAE_latentt,0.061668809288280405,0.0012931358995148662,0.021418161105851742,29,0.17330572583108056
realistic,4,-0.26749771541378475,0.06037567338876554,8,300,BIQAE,0.05085635283323761,0.009519320555527927,0.15766814713985855,3,0.01346063951496781
